# -------------------------------------------------------
# App: truesculpt.main, date: 20111116-20120505
# -------------------------------------------------------

date,app_version,daily_device_installs,active_device_installs,daily_user_installs,total_user_installs,active_user_installs,daily_device_uninstalls,daily_user_uninstalls,daily_device_upgrades
20120416,16,58,4602,55,11211,4447,46,46,0
20120416,15,0,1,0,27,1,0,0,0
20120416,14,0,0,0,21,0,0,0,0
20120416,13,0,5,0,15,5,0,0,0
20120416,12,0,1,0,6,1,0,0,0
20120416,11,0,3,0,11,3,0,0,0
20120416,10,0,0,0,16,0,0,0,0
20120415,16,76,4585,64,11148,4429,62,58,0
20120415,15,0,1,0,27,1,0,0,0
20120415,14,0,0,0,21,0,0,0,0
20120415,13,0,5,0,15,5,0,0,0
20120415,12,0,1,0,6,1,0,0,0
20120415,11,0,3,0,11,3,0,0,0
20120415,10,0,0,0,16,0,0,0,0
20120414,16,81,4580,74,11079,4427,58,57,0
20120414,15,0,1,0,27,1,0,0,0
20120414,14,0,0,0,21,0,0,0,0
