# -------------------------------------------------------
# App: truesculpt.main, date: 20111116-20120505
# -------------------------------------------------------

date,app_version,daily_device_installs,active_device_installs,daily_user_installs,total_user_installs,active_user_installs,daily_device_uninstalls,daily_user_uninstalls,daily_device_upgrades
20120414,13,0,5,0,15,5,0,0,0
20120414,12,0,1,0,6,1,0,0,0
20120414,11,0,3,0,11,3,0,0,0
20120414,10,0,0,0,16,0,0,0,0
20120413,16,66,4566,60,11001,4413,55,53,0
20120413,15,0,1,0,27,1,0,0,0
20120413,14,0,0,0,21,0,0,0,0
20120413,13,0,5,0,15,5,0,0,0
20120413,12,0,1,0,6,1,0,0,0
20120413,11,0,3,0,11,3,0,0,0
20120413,10,0,0,0,16,0,0,0,0
20120412,16,72,4548,67,10934,4397,48,46,0
20120412,15,0,1,0,27,1,0,0,0
20120412,14,0,0,0,21,0,0,0,0
20120412,13,0,5,0,15,5,0,0,0
20120412,12,0,1,0,6,1,0,0,0
20120412,11,0,3,0,11,3,0,0,0
20120412,10,0,0,0,16,0,0,0,0
20120411,16,78,4529,69,10863,4375,46,43,0
20120411,15,0,1,0,27,1,0,0,0
20120411,14,0,0,0,21,0,0,0,0
20120411,13,0,5,0,15,5,0,0,0
20120411,12,0,1,0,6,1,0,0,0
20120411,11,0,3,0,11,3,0,0,0
20120411,10,0,0,0,16,0,0,0,0
20120410,16,75,4500,68,10786,4348,48,46,0
20120410,15,0,1,0,27,1,0,0,0
20120410,14,0,0,0,21,0,0,0,0
20120410,13,0,5,0,15,5,0,0,0
20120410,12,0,1,0,6,1,0,0,0
20120410,11,0,3,0,11,3,0,0,0
20120410,10,0,0,0,16,0,0,0,0
20120409,16,65,4473,56,10710,4320,52,48,0
20120409,15,0,1,0,27,1,0,0,0
20120409,14,0,0,0,21,0,0,0,0
20120409,13,0,5,0,15,5,0,0,0
20120409,12,0,1,0,6,1,0,0,0
20120409,11,0,3,0,11,3,0,0,0
20120409,10,0,0,0,16,0,0,0,0
20120408,16,85,4472,77,10652,4321,67,63,0
20120408,15,0,1,0,27,1,0,0,0
20120408,14,0,0,0,21,0,0,0,0
20120408,13,0,5,0,15,5,0,0,0
20120408,12,0,1,0,6,1,0,0,0
20120408,11,0,3,0,10,2,0,0,0
20120408,10,0,0,0,16,0,0,0,0
20120407,16,73,4454,64,10570,4303,51,50,0
20120407,15,0,1,0,27,1,0,0,0
20120407,14,0,0,0,21,0,0,0,0
20120407,13,0,5,0,15,5,0,0,0
20120407,12,0,1,0,6,1,0,0,0
20120407,11,0,3,0,10,2,0,0,0
20120407,10,0,0,0,16,0,0,0,0
20120406,16,73,4434,68,10501,4288,55,54,0
20120406,15,0,1,0,27,1,0,0,0
20120406,14,0,0,0,21,0,0,0,0
20120406,13,0,5,0,15,5,0,0,0
20120406,12,0,1,0,6,1,0,0,0
20120406,11,0,3,0,10,2,0,0,0
20120406,10,0,0,0,16,0,0,0,0
20120405,16,70,4421,63,10431,4274,59,56,0
20120405,15,0,1,0,27,1,0,0,0
20120405,14,0,0,0,21,0,0,0,0
20120405,13,0,5,0,15,5,0,0,0
20120405,12,0,1,0,6,1,0,0,0
20120405,11,0,3,0,10,2,0,0,0
20120405,10,0,0,0,16,0,0,0,0
20120404,16,83,4409,75,10361,4259,50,47,0
20120404,15,0,1,0,27,1,0,0,0
20120404,14,0,0,0,21,0,0,0,0
20120404,13,0,5,0,15,5,0,0,0
20120404,12,0,1,0,6,1,0,0,0
20120404,11,0,3,0,10,2,0,0,0
20120404,10,0,0,0,16,0,0,0,0
20120403,16,74,4380,59,10284,4229,54,49,0
20120403,15,0,1,0,27,1,1,1,0
20120403,14,0,0,0,21,0,0,0,0
20120403,13,0,5,0,15,5,0,0,0
20120403,12,0,1,0,6,1,0,0,0
20120403,11,0,3,0,10,2,0,0,0
20120403,10,0,0,0,16,0,0,0,0
20120402,16,67,4362,57,10213,4213,41,41,0
20120402,15,0,2,0,27,2,0,0,0
20120402,14,0,0,0,21,0,0,0,0
20120402,13,0,5,0,15,5,0,0,0
20120402,12,0,1,0,6,1,0,0,0
20120402,11,0,3,0,10,2,0,0,0
20120402,10,0,0,0,16,0,0,0,0
20120401,16,92,4343,87,10149,4200,61,59,0
20120401,15,0,2,0,27,2,0,0,0
20120401,14,0,0,0,21,0,0,0,0
20120401,13,0,5,0,15,5,0,0,0
20120401,12,0,1,0,6,1,0,0,0
20120401,11,0,3,0,10,2,0,0,0
20120401,10,0,0,0,16,0,0,0,0
20120331,16,79,4310,72,10056,4166,47,44,0
20120331,15,0,2,0,27,2,0,0,0
20120331,14,0,0,0,21,0,0,0,0
20120331,13,0,5,0,15,5,0,0,0
20120331,12,0,1,0,6,1,0,0,0
20120331,11,0,3,0,10,2,0,0,0
20120331,10,0,0,0,16,0,0,0,0
20120330,16,93,4281,81,9981,4136,58,58,0
20120330,15,0,2,0,27,2,0,0,0
20120330,14,0,0,0,21,0,0,0,0
20120330,13,0,5,0,15,5,0,0,0
20120330,12,0,1,0,6,1,0,0,0
20120330,11,0,3,0,10,2,0,0,0
20120330,10,0,0,0,16,0,0,0,0
20120329,16,69,4242,61,9897,4104,62,60,0
20120329,15,0,2,0,27,2,0,0,0
20120329,14,0,0,0,21,0,0,0,0
20120329,13,0,5,0,15,5,0,0,0
20120329,12,0,1,0,6,1,0,0,0
20120329,11,0,3,0,10,2,0,0,0
20120329,10,0,0,0,16,0,0,0,0
20120328,16,73,4229,62,9832,4092,48,48,0
20120328,15,0,2,0,27,2,0,0,0
20120328,14,0,0,0,21,0,0,0,0
20120328,13,0,5,0,15,5,0,0,0
20120328,12,0,1,0,6,1,0,0,0
20120328,11,0,3,0,10,2,0,0,0
20120328,10,0,0,0,16,0,0,0,0
20120327,16,78,4209,75,9764,4073,51,51,0
20120327,15,0,2,0,27,2,0,0,0
20120327,14,0,0,0,21,0,0,0,0
20120327,13,0,5,0,15,5,0,0,0
20120327,12,0,1,0,6,1,0,0,0
20120327,11,0,3,0,10,2,0,0,0
20120327,10,0,0,0,16,0,0,0,0
20120326,16,72,4177,64,9685,4042,59,58,0
20120326,15,0,2,0,27,2,0,0,0
20120326,14,0,0,0,21,0,0,0,0
20120326,13,0,5,0,15,5,0,0,0
20120326,12,0,1,0,6,1,0,0,0
20120326,11,0,3,0,10,2,0,0,0
20120326,10,0,0,0,16,0,0,0,0
20120325,16,64,4168,57,9616,4035,59,57,0
20120325,15,0,2,0,27,2,0,0,0
20120325,14,0,0,0,21,0,0,0,0
20120325,13,0,5,0,15,5,0,0,0
20120325,12,0,1,0,6,1,0,0,0
20120325,11,0,3,0,10,2,0,0,0
20120325,10,0,0,0,16,0,0,0,0
20120324,16,80,4167,70,9556,4038,62,61,0
20120324,15,0,2,0,27,2,0,0,0
20120324,14,0,0,0,21,0,0,0,0
20120324,13,0,5,0,15,5,0,0,0
20120324,12,0,1,0,6,1,0,0,0
20120324,11,0,3,0,10,2,0,0,0
20120324,10,0,0,0,16,0,0,0,0
20120323,16,67,4147,61,9482,4021,54,53,0
20120323,15,0,2,0,27,2,0,0,0
20120323,14,0,0,0,21,0,0,0,0
20120323,13,0,5,0,15,5,0,0,0
20120323,12,0,1,0,6,1,0,0,0
20120323,11,0,3,0,10,2,0,0,0
20120323,10,0,0,0,16,0,0,0,0
20120322,16,65,4131,59,9413,4005,43,41,0
20120322,15,0,2,0,27,2,0,0,0
20120322,14,0,0,0,21,0,0,0,0
20120322,13,0,5,0,15,5,0,0,0
20120322,12,0,1,0,6,1,0,0,0
20120322,11,0,3,0,11,2,0,0,0
20120322,10,0,0,0,16,0,0,0,0
20120321,16,62,4115,54,9351,3989,45,41,0
20120321,15,0,2,0,27,2,0,0,0
20120321,14,0,0,0,21,0,0,0,0
20120321,13,0,4,0,15,4,0,0,0
20120321,12,0,1,0,6,1,0,0,0
20120321,11,0,3,0,11,2,0,0,0
20120321,10,0,0,0,16,0,0,0,0
20120320,16,60,4106,55,9294,3981,51,48,0
20120320,15,0,2,0,27,2,0,0,0
20120320,14,0,0,0,21,0,0,0,0
20120320,13,0,4,0,15,4,0,0,0
20120320,12,0,1,0,6,1,0,0,0
20120320,11,0,3,0,11,2,0,0,0
20120320,10,0,0,0,16,0,0,0,0
20120319,16,81,4099,73,9236,3975,41,39,0
20120319,15,0,2,0,27,2,0,0,0
20120319,14,0,0,0,21,0,0,0,0
20120319,13,0,4,0,15,4,0,0,0
20120319,12,0,1,0,6,1,0,0,0
20120319,11,0,3,0,11,2,0,0,0
20120319,10,0,0,0,16,0,0,0,0
20120318,16,82,4070,76,9158,3947,59,58,0
20120318,15,0,2,0,27,2,0,0,0
20120318,14,0,0,0,21,0,0,0,0
20120318,13,0,4,0,15,4,0,0,0
20120318,12,0,1,0,6,1,0,0,0
20120318,11,0,3,0,11,2,0,0,0
20120318,10,0,0,0,16,0,0,0,0
20120317,16,81,4059,70,9078,3935,68,65,0
20120317,15,0,2,0,27,2,0,0,0
20120317,14,0,0,0,21,0,0,0,0
20120317,13,0,4,0,15,4,0,0,0
20120317,12,0,1,0,6,1,0,0,0
20120317,11,0,3,0,11,2,0,0,0
20120317,10,0,0,0,16,0,0,0,0
20120316,16,90,4063,79,9006,3941,45,42,0
20120316,15,0,2,0,27,2,0,0,0
20120316,14,0,0,0,21,0,0,0,0
20120316,13,0,4,0,15,4,0,0,0
20120316,12,0,1,0,6,1,0,0,0
20120316,11,0,3,0,11,2,0,0,0
20120316,10,0,0,0,16,0,0,0,0
20120315,16,91,4023,85,8919,3883,38,37,0
20120315,15,0,2,0,27,2,0,0,0
20120315,14,0,0,0,21,0,0,0,0
20120315,13,0,4,0,15,4,0,0,0
20120315,12,0,1,0,6,1,0,0,0
20120315,11,0,3,0,11,2,0,0,0
20120315,10,0,0,0,16,0,0,0,0
20120314,16,80,3997,77,8846,3858,48,48,0
20120314,15,0,2,0,27,2,0,0,0
20120314,14,0,0,0,21,0,0,0,0
20120314,13,0,4,0,15,4,0,0,0
20120314,12,0,1,0,6,1,0,0,0
20120314,11,0,3,0,11,2,0,0,0
20120314,10,0,0,0,16,0,0,0,0
20120313,16,92,3973,83,8773,3837,48,48,0
20120313,15,0,2,0,27,2,0,0,0
20120313,14,0,0,0,21,0,0,0,0
20120313,13,0,4,0,15,4,0,0,0
20120313,12,0,1,0,6,1,0,0,0
20120313,11,0,3,0,11,2,0,0,0
20120313,10,0,0,0,16,0,0,0,0
20120312,16,88,3932,83,8692,3798,52,51,0
20120312,15,0,2,0,27,2,0,0,0
20120312,14,0,0,0,21,0,0,0,0
20120312,13,0,4,0,15,4,0,0,0
20120312,12,0,1,0,6,1,0,0,0
20120312,11,0,3,0,11,2,0,0,0
20120312,10,0,0,0,16,0,0,0,0
20120311,16,83,3919,79,8611,3785,50,49,1
20120311,15,0,2,0,27,2,0,0,0
20120311,14,0,0,0,21,0,0,0,0
20120311,13,0,4,0,15,4,0,0,0
20120311,12,0,1,0,6,1,0,0,0
20120311,11,0,3,0,11,2,0,0,0
20120311,10,0,0,0,16,0,0,0,0
20120310,16,95,3902,91,8538,3770,55,53,0
20120310,15,0,2,0,27,2,0,0,0
20120310,14,0,0,0,21,0,0,0,0
20120310,13,0,4,0,15,4,0,0,0
20120310,12,0,1,0,6,1,0,0,0
20120310,11,0,3,0,11,2,0,0,0
20120310,10,0,0,0,16,0,0,0,0
20120309,16,84,3874,80,8451,3744,50,50,0
20120309,15,0,2,0,27,2,0,0,0
20120309,14,0,0,0,21,0,0,0,0
20120309,13,0,4,0,15,4,0,0,0
20120309,12,0,1,0,6,1,0,0,0
20120309,11,0,3,0,11,2,0,0,0
20120309,10,0,0,0,16,0,0,0,0
20120308,16,87,3858,86,8375,3729,45,44,0
20120308,15,0,2,0,27,2,0,0,0
20120308,14,0,0,0,21,0,0,0,0
20120308,13,0,5,0,15,4,0,0,0
20120308,12,0,1,0,6,1,0,0,0
20120308,11,1,2,1,11,2,0,0,0
20120308,10,0,0,0,16,0,0,0,0
20120307,16,88,3830,85,8291,3700,37,36,0
20120307,15,0,2,0,27,2,0,0,0
20120307,14,0,0,0,21,0,0,0,0
20120307,13,0,5,0,15,4,0,0,0
20120307,12,0,1,0,6,1,0,0,0
20120307,11,0,2,0,11,2,0,0,0
20120307,10,0,0,0,16,0,0,0,0
20120306,16,82,3783,77,8205,3655,35,34,0
20120306,15,0,2,0,27,2,0,0,0
20120306,14,0,0,0,21,0,0,0,0
20120306,13,0,5,0,15,4,0,0,0
20120306,12,0,1,0,6,1,0,0,0
20120306,11,0,2,0,11,2,0,0,0
20120306,10,0,0,0,16,0,0,0,0
20120305,16,91,3743,88,8129,3617,58,57,0
20120305,15,0,2,0,27,2,0,0,0
20120305,14,0,0,0,21,0,0,0,0
20120305,13,0,5,0,15,4,0,0,0
20120305,12,0,1,0,6,1,0,0,0
