# -------------------------------------------------------
# App: truesculpt.main, date: 20111116-20120505
# -------------------------------------------------------

date,country,daily_device_installs,active_device_installs,daily_user_installs,total_user_installs,active_user_installs,daily_device_uninstalls,daily_user_uninstalls,daily_device_upgrades
20120416,LU,0,1,0,2,1,0,0,0
20120416,LT,0,5,0,13,5,0,0,0
20120416,LK,0,1,0,2,1,0,0,0
20120416,LB,0,7,0,15,7,0,0,0
20120416,KZ,0,2,0,6,2,0,0,0
20120416,KW,0,8,0,17,8,0,0,0
20120416,KR,0,36,0,113,35,1,1,0
20120416,KE,0,0,0,1,0,0,0,0
20120416,JP,0,59,0,104,57,0,0,0
20120416,JO,0,0,0,7,0,0,0,0
20120416,JM,0,0,0,1,0,0,0,0
20120416,JE,0,1,0,1,1,0,0,0
20120416,IT,2,158,2,354,149,3,3,0
20120416,IS,0,5,0,7,4,0,0,0
20120416,IR,0,0,0,1,0,0,0,0
20120416,IQ,0,1,0,6,1,0,0,0
20120416,IN,1,72,1,182,72,0,0,0
20120416,IL,0,38,0,71,37,1,1,0
20120416,IE,0,23,0,51,23,0,0,0
20120416,ID,0,25,0,64,24,0,0,0
20120416,HU,0,23,0,70,23,0,0,0
20120416,HR,1,10,1,26,10,1,1,0
20120416,HN,0,1,0,1,1,0,0,0
20120416,HK,0,14,0,33,14,0,0,0
20120416,GU,0,1,0,1,1,0,0,0
20120416,GT,0,0,0,1,0,0,0,0
20120416,GR,1,13,1,44,13,1,1,0
20120416,GP,0,0,0,1,0,0,0,0
20120416,GL,0,0,0,1,0,0,0,0
20120416,GH,0,0,0,1,0,0,0,0
20120416,GE,0,3,0,5,3,0,0,0
20120416,GB,2,294,2,681,283,2,2,0
20120416,FR,2,291,1,638,276,2,2,0
20120416,FO,0,1,0,1,1,0,0,0
20120416,FI,1,30,1,51,28,0,0,0
20120416,ET,0,1,0,1,1,0,0,0
20120416,ES,0,150,0,308,146,3,3,0
20120416,EG,1,10,1,26,10,0,0,0
20120416,EE,0,3,0,8,3,0,0,0
20120416,EC,0,4,0,8,4,0,0,0
20120416,DZ,0,4,0,6,3,0,0,0
20120416,DO,0,3,0,5,3,0,0,0
20120416,DM,0,0,0,1,0,0,0,0
20120416,DK,0,24,0,49,24,0,0,0
20120416,DE,1,221,1,495,218,3,3,0
20120416,CZ,0,17,0,51,16,0,0,0
20120416,CY,0,5,0,10,5,0,0,0
20120416,CR,0,4,0,13,4,0,0,0
20120416,CO,0,12,0,45,12,0,0,0
20120416,CN,1,40,1,80,39,0,0,0
20120416,CL,0,9,0,24,9,0,0,0
20120416,CH,0,40,0,83,39,0,0,0
20120416,CA,4,154,4,337,149,1,1,0
20120416,BY,0,0,0,5,0,0,0,0
20120416,BR,2,133,2,346,130,2,2,0
20120416,BO,0,2,0,4,2,0,0,0
20120416,BN,0,4,0,8,3,0,0,0
20120416,BH,0,4,0,5,4,0,0,0
20120416,BG,0,4,0,15,4,0,0,0
20120416,BE,0,28,0,74,26,0,0,0
20120416,BD,0,1,0,1,1,0,0,0
20120416,BA,0,1,0,3,1,0,0,0
20120416,AZ,0,1,0,7,1,0,0,0
20120416,AU,2,93,2,189,88,2,2,0
20120416,AT,1,28,1,90,28,1,1,0
20120416,AR,0,19,0,52,18,0,0,0
20120416,AM,0,0,0,3,0,0,0,0
20120416,AE,0,8,0,15,8,0,0,0
20120415,unknown,0,0,0,11,0,0,0,0
20120415,ZZ,0,2,0,3,2,0,0,0
20120415,ZW,0,0,0,1,0,0,0,0
20120415,ZM,0,0,0,1,0,0,0,0
20120415,ZA,0,40,0,85,39,0,0,0
20120415,VN,0,3,0,9,3,0,0,0
20120415,VE,0,7,0,14,7,0,0,0
20120415,UZ,0,1,0,2,1,0,0,0
20120415,UY,0,1,0,4,1,0,0,0
20120415,US,24,1667,21,4367,1599,23,21,0
20120415,UA,0,18,0,57,17,0,0,0
20120415,TW,0,26,0,49,25,0,0,0
20120415,TT,0,0,0,1,0,0,0,0
20120415,TR,0,38,0,91,36,1,1,0
20120415,TN,0,2,0,5,2,0,0,0
20120415,TM,0,1,0,1,1,0,0,0
20120415,TH,1,25,1,40,25,0,0,0
20120415,SZ,0,0,0,1,0,1,1,0
20120415,SV,1,1,1,2,1,0,0,0
20120415,SR,0,0,0,2,0,0,0,0
20120415,SK,1,16,1,36,16,0,0,0
20120415,SI,0,11,0,23,11,0,0,0
20120415,SG,1,26,1,93,25,0,0,0
20120415,SE,3,65,3,146,64,0,0,0
20120415,SA,0,23,0,69,23,0,0,0
20120415,RU,0,95,0,258,94,1,1,0
20120415,RS,0,11,0,30,11,1,1,0
20120415,RO,1,21,1,82,20,0,0,0
20120415,RE,0,2,0,5,2,0,0,0
20120415,QA,0,5,0,7,5,0,0,0
20120415,PY,0,1,0,5,1,0,0,0
20120415,PT,1,29,1,50,29,0,0,0
20120415,PR,0,7,0,14,7,0,0,0
20120415,PL,2,58,1,161,57,0,0,0
20120415,PK,0,1,0,4,1,0,0,0
20120415,PH,0,18,0,58,18,0,0,0
20120415,PF,0,0,0,1,0,0,0,0
20120415,PE,0,9,0,13,9,0,0,0
20120415,PA,0,4,0,7,4,0,0,0
20120415,OM,0,4,0,6,4,0,0,0
20120415,NZ,0,20,0,44,19,1,1,0
20120415,NP,0,1,0,3,1,0,0,0
20120415,NO,0,32,0,62,31,1,1,0
20120415,NL,0,76,0,173,74,0,0,0
20120415,NC,0,2,0,2,2,0,0,0
20120415,NA,0,1,0,1,1,0,0,0
20120415,MY,0,19,0,72,19,0,0,0
20120415,MX,1,37,1,97,36,1,1,0
20120415,MV,0,0,0,2,0,0,0,0
20120415,MU,0,1,0,1,1,0,0,0
20120415,MT,0,1,0,5,1,0,0,0
20120415,MQ,0,0,0,1,0,0,0,0
20120415,MO,0,3,0,3,2,0,0,0
20120415,MN,0,2,0,3,2,0,0,0
20120415,MK,0,1,0,6,1,0,0,0
20120415,MG,0,0,0,1,0,0,0,0
20120415,ME,0,0,0,2,0,0,0,0
20120415,MD,0,1,0,3,1,0,0,0
20120415,MA,0,3,0,16,3,0,0,0
20120415,LY,0,0,0,2,0,0,0,0
20120415,LV,0,4,0,17,4,0,0,0
20120415,LU,0,1,0,3,1,0,0,0
20120415,LT,0,5,0,13,5,0,0,0
20120415,LK,0,1,0,2,1,0,0,0
20120415,LB,0,7,0,15,7,0,0,0
20120415,KZ,0,2,0,6,2,0,0,0
20120415,KW,1,8,1,17,8,0,0,0
20120415,KR,0,37,0,113,36,0,0,0
20120415,KE,0,0,0,1,0,0,0,0
20120415,JP,0,57,0,103,55,0,0,0
20120415,JO,0,0,0,7,0,0,0,0
20120415,JM,0,0,0,1,0,0,0,0
20120415,JE,0,1,0,2,1,0,0,0
20120415,IT,0,158,0,352,149,5,5,0
20120415,IS,0,5,0,7,4,0,0,0
20120415,IR,0,0,0,1,0,0,0,0
20120415,IQ,0,1,0,6,1,0,0,0
20120415,IN,0,71,0,181,71,2,2,0
20120415,IL,1,39,0,71,38,0,0,0
20120415,IE,0,23,0,50,23,0,0,0
20120415,ID,0,25,0,64,24,0,0,0
20120415,HU,2,23,2,70,23,0,0,0
20120415,HR,0,10,0,25,10,0,0,0
20120415,HN,0,1,0,1,1,0,0,0
20120415,HK,2,14,1,33,14,0,0,0
20120415,GU,0,1,0,1,1,0,0,0
20120415,GT,0,0,0,1,0,0,0,0
20120415,GR,0,13,0,43,13,1,0,0
20120415,GP,0,0,0,1,0,0,0,0
20120415,GL,0,0,0,1,0,0,0,0
20120415,GH,0,0,0,1,0,0,0,0
20120415,GE,0,3,0,5,3,0,0,0
20120415,GB,5,293,3,678,282,4,4,0
20120415,FR,4,294,4,637,279,2,2,0
20120415,FO,0,1,0,1,1,0,0,0
20120415,FI,0,29,0,50,27,0,0,0
20120415,ET,0,1,0,1,1,0,0,0
20120415,ES,5,153,4,308,149,4,4,0
20120415,EG,0,9,0,25,9,0,0,0
20120415,EE,0,3,0,8,3,0,0,0
20120415,EC,0,4,0,8,4,0,0,0
20120415,DZ,0,3,0,6,3,0,0,0
20120415,DO,0,3,0,5,3,0,0,0
20120415,DM,0,0,0,1,0,0,0,0
20120415,DK,0,24,0,49,24,0,0,0
20120415,DE,8,223,7,494,219,5,5,0
20120415,CZ,0,17,0,50,16,1,1,0
20120415,CY,0,5,0,10,5,0,0,0
20120415,CR,0,4,0,12,4,0,0,0
20120415,CO,0,13,0,46,13,0,0,0
20120415,CN,2,39,1,79,38,1,0,0
20120415,CL,1,9,1,24,9,0,0,0
20120415,CH,1,40,0,82,39,0,0,0
20120415,CA,1,153,1,333,147,2,2,0
20120415,BY,0,0,0,5,0,0,0,0
20120415,BR,4,134,4,344,131,2,2,0
20120415,BO,0,2,0,4,2,0,0,0
20120415,BN,1,4,1,8,3,0,0,0
20120415,BH,0,4,0,5,4,0,0,0
20120415,BG,0,4,0,15,4,0,0,0
20120415,BE,1,28,1,73,26,0,0,0
20120415,BD,0,1,0,1,1,0,0,0
20120415,BA,0,1,0,3,1,0,0,0
20120415,AZ,0,1,0,7,1,0,0,0
20120415,AU,1,94,1,187,89,1,1,0
20120415,AT,0,27,0,88,27,1,1,0
20120415,AR,0,19,0,52,18,1,1,0
20120415,AM,0,0,0,3,0,0,0,0
20120415,AE,0,8,0,15,8,0,0,0
20120414,unknown,0,0,0,11,0,0,0,0
20120414,ZZ,0,1,0,2,1,0,0,0
20120414,ZW,0,0,0,1,0,0,0,0
20120414,ZM,0,0,0,1,0,0,0,0
20120414,ZA,0,40,0,85,39,0,0,0
20120414,VN,0,3,0,9,3,0,0,0
20120414,VE,0,7,0,14,7,0,0,0
20120414,UZ,0,1,0,2,1,0,0,0
20120414,UY,0,1,0,4,1,0,0,0
20120414,US,29,1668,28,4344,1601,26,26,0
20120414,UA,4,19,4,57,18,3,3,0
20120414,TW,0,26,0,49,25,1,1,0
20120414,TT,0,0,0,1,0,0,0,0
20120414,TR,1,41,1,92,39,0,0,0
20120414,TN,0,2,0,5,2,0,0,0
20120414,TM,0,1,0,1,1,0,0,0
20120414,TH,0,23,0,38,23,1,1,0
20120414,SZ,1,0,1,1,0,0,0,0
20120414,SV,0,0,0,1,0,0,0,0
20120414,SR,0,0,0,2,0,0,0,0
20120414,SK,0,15,0,35,15,0,0,0
20120414,SI,0,11,0,23,11,0,0,0
20120414,SG,1,25,1,93,24,2,2,0
20120414,SE,1,62,1,142,61,0,0,0
20120414,SA,1,23,1,69,23,0,0,0
20120414,RU,0,96,0,258,95,1,1,0
20120414,RS,0,12,0,30,12,1,1,0
20120414,RO,0,20,0,81,19,0,0,0
20120414,RE,0,2,0,5,2,0,0,0
20120414,QA,0,5,0,7,5,0,0,0
20120414,PY,0,1,0,5,1,0,0,0
20120414,PT,0,28,0,49,28,0,0,0
20120414,PR,2,7,2,14,7,1,1,0
20120414,PL,4,57,2,160,56,0,0,0
20120414,PK,0,1,0,4,1,0,0,0
20120414,PH,0,18,0,58,18,0,0,0
20120414,PF,0,0,0,1,0,0,0,0
20120414,PE,1,9,1,13,9,0,0,0
20120414,PA,0,3,0,6,3,0,0,0
20120414,OM,0,4,0,6,4,0,0,0
20120414,NZ,0,21,0,44,20,0,0,0
20120414,NP,0,1,0,3,1,0,0,0
20120414,NO,0,33,0,63,32,0,0,0
20120414,NL,2,77,2,174,75,1,1,0
20120414,NC,0,2,0,2,2,0,0,0
20120414,NA,0,1,0,1,1,0,0,0
20120414,MY,0,19,0,71,19,0,0,0
20120414,MX,0,37,0,96,36,0,0,0
20120414,MV,0,0,0,2,0,0,0,0
20120414,MU,0,1,0,1,1,0,0,0
20120414,MT,0,1,0,5,1,0,0,0
20120414,MQ,0,0,0,1,0,0,0,0
20120414,MO,1,3,1,4,3,0,0,0
20120414,MN,0,2,0,3,2,0,0,0
20120414,MK,0,1,0,6,1,0,0,0
20120414,MG,0,0,0,1,0,0,0,0
20120414,ME,0,0,0,2,0,0,0,0
20120414,MD,0,1,0,3,1,0,0,0
20120414,MA,0,3,0,16,3,0,0,0
20120414,LY,0,0,0,2,0,0,0,0
20120414,LV,0,4,0,17,4,0,0,0
20120414,LU,0,1,0,3,1,0,0,0
20120414,LT,0,5,0,13,5,0,0,0
20120414,LK,0,1,0,2,1,0,0,0
20120414,LB,1,7,1,15,7,0,0,0
20120414,KZ,0,2,0,6,2,0,0,0
20120414,KW,0,7,0,16,7,0,0,0
20120414,KR,0,37,0,113,36,1,1,0
20120414,KE,0,0,0,1,0,0,0,0
20120414,JP,0,57,0,103,55,1,1,0
20120414,JO,0,0,0,7,0,0,0,0
20120414,JM,0,0,0,1,0,0,0,0
20120414,JE,0,1,0,2,1,0,0,0
20120414,IT,5,163,3,350,154,1,1,0
20120414,IS,0,5,0,7,4,0,0,0
20120414,IR,0,0,0,1,0,0,0,0
20120414,IQ,0,1,0,6,1,0,0,0
20120414,IN,2,73,2,181,73,1,1,0
20120414,IL,1,38,1,71,38,0,0,0
20120414,IE,0,23,0,51,23,0,0,0
20120414,ID,1,25,1,64,24,1,1,0
20120414,HU,1,22,1,68,22,1,1,0
20120414,HR,1,10,1,25,10,1,1,0
20120414,HN,0,1,0,1,1,0,0,0
20120414,HK,1,13,1,32,13,0,0,0
20120414,GU,0,1,0,1,1,0,0,0
20120414,GT,0,1,0,2,1,0,0,0
20120414,GR,0,14,0,43,14,0,0,0
20120414,GP,0,0,0,1,0,0,0,0
20120414,GL,0,0,0,1,0,0,0,0
20120414,GH,0,0,0,1,0,0,0,0
20120414,GE,0,3,0,5,3,0,0,0
20120414,GB,5,293,5,674,282,3,3,0
20120414,FR,6,291,6,633,276,1,1,0
20120414,FO,0,1,0,1,1,0,0,0
20120414,FI,0,29,0,50,27,0,0,0
20120414,ET,0,1,0,1,1,0,0,0
20120414,ES,3,152,2,302,147,4,4,0
20120414,EG,0,9,0,25,9,0,0,0
20120414,EE,0,3,0,8,3,0,0,0
20120414,EC,0,4,0,8,4,0,0,0
20120414,DZ,0,3,0,6,3,1,0,0
20120414,DO,0,3,0,5,3,0,0,0
20120414,DM,0,0,0,1,0,0,0,0
20120414,DK,0,25,0,50,25,0,0,0
20120414,DE,0,221,0,487,218,0,0,0
20120414,CZ,0,18,0,50,17,1,1,0
20120414,CY,0,5,0,10,5,0,0,0
20120414,CR,0,4,0,12,4,0,0,0
20120414,CO,0,13,0,46,13,0,0,0
20120414,CN,1,39,1,78,38,0,0,0
20120414,CL,0,8,0,23,8,0,0,0
20120414,CH,0,41,0,84,40,0,0,0
20120414,CA,2,154,2,332,148,0,0,0
20120414,BY,0,0,0,5,0,0,0,0
20120414,BR,2,131,2,339,128,3,3,0
20120414,BO,0,2,0,4,2,0,0,0
20120414,BN,0,3,0,7,2,0,0,0
20120414,BH,0,4,0,5,4,0,0,0
20120414,BG,0,4,0,15,4,0,0,0
20120414,BE,0,27,0,71,25,0,0,0
20120414,BD,0,1,0,1,1,0,0,0
20120414,BA,0,1,0,3,1,0,0,0
20120414,AZ,0,1,0,7,1,0,0,0
20120414,AU,0,95,0,186,90,1,1,0
20120414,AT,1,27,0,87,27,0,0,0
20120414,AR,0,20,0,52,19,0,0,0
20120414,AM,0,0,0,3,0,0,0,0
20120414,AE,0,7,0,15,7,0,0,0
20120413,unknown,0,0,0,12,0,0,0,0
20120413,ZZ,0,1,0,2,1,0,0,0
20120413,ZW,0,0,0,1,0,0,0,0
20120413,ZM,0,0,0,1,0,0,0,0
20120413,ZA,1,41,1,85,40,0,0,0
20120413,VN,0,3,0,9,3,0,0,0
20120413,VE,0,7,0,14,7,0,0,0
20120413,UZ,0,1,0,2,1,0,0,0
20120413,UY,0,1,0,4,1,0,0,0
20120413,US,18,1666,17,4317,1599,16,14,0
20120413,UA,0,18,0,53,17,0,0,0
20120413,TW,1,27,1,49,26,0,0,0
20120413,TT,0,0,0,1,0,0,0,0
20120413,TR,0,39,0,90,37,1,1,0
20120413,TN,0,2,0,5,2,0,0,0
20120413,TM,0,1,0,1,1,0,0,0
20120413,TH,1,25,1,38,25,0,0,0
20120413,SV,0,0,0,1,0,0,0,0
20120413,SR,0,0,0,2,0,0,0,0
20120413,SK,0,15,0,35,15,0,0,0
20120413,SI,0,11,0,23,11,0,0,0
20120413,SG,0,26,0,92,25,0,0,0
20120413,SE,2,61,2,140,60,0,0,0
20120413,SA,1,22,1,69,22,0,0,0
20120413,RU,1,98,1,258,97,5,5,0
20120413,RS,0,13,0,30,13,0,0,0
20120413,RO,0,20,0,81,19,0,0,0
20120413,RE,0,2,0,5,2,0,0,0
20120413,QA,0,5,0,7,5,0,0,0
20120413,PY,0,2,0,5,2,0,0,0
20120413,PT,1,28,1,49,28,0,0,0
20120413,PR,0,6,0,12,6,0,0,0
20120413,PL,2,55,1,158,54,1,1,0
20120413,PK,0,1,0,4,1,0,0,0
20120413,PH,1,17,1,56,17,1,1,0
20120413,PF,0,0,0,1,0,0,0,0
20120413,PE,0,8,0,12,8,0,0,0
20120413,PA,0,3,0,6,3,0,0,0
20120413,OM,0,4,0,6,4,0,0,0
20120413,NZ,1,21,1,44,20,0,0,0
20120413,NP,0,1,0,3,1,0,0,0
20120413,NO,0,33,0,64,32,0,0,0
20120413,NL,2,76,2,173,74,0,0,0
20120413,NC,0,2,0,2,2,0,0,0
20120413,NA,0,1,0,1,1,0,0,0
20120413,MY,1,19,1,72,19,1,1,0
20120413,MX,0,37,0,96,36,1,1,0
20120413,MV,0,0,0,2,0,0,0,0
20120413,MU,0,1,0,1,1,0,0,0
20120413,MT,0,1,0,5,1,0,0,0
20120413,MQ,0,0,0,1,0,0,0,0
20120413,MO,0,2,0,3,2,0,0,0
20120413,MN,0,2,0,3,2,0,0,0
20120413,MK,0,1,0,6,1,0,0,0
20120413,MG,0,0,0,1,0,0,0,0
20120413,ME,0,0,0,2,0,0,0,0
20120413,MD,0,1,0,3,1,0,0,0
20120413,MA,0,2,0,15,2,0,0,0
20120413,LY,0,0,0,2,0,0,0,0
20120413,LV,0,4,0,17,4,0,0,0
20120413,LU,0,1,0,3,1,0,0,0
20120413,LT,0,5,0,13,5,0,0,0
20120413,LK,0,1,0,2,1,0,0,0
20120413,LB,0,6,0,14,6,0,0,0
20120413,KZ,1,2,1,6,2,0,0,0
20120413,KW,0,7,0,16,7,0,0,0
20120413,KR,1,38,1,113,37,1,1,0
20120413,KE,0,0,0,1,0,0,0,0
20120413,JP,0,58,0,103,56,1,1,0
20120413,JO,0,0,0,7,0,0,0,0
20120413,JM,0,0,0,1,0,0,0,0
20120413,JE,0,1,0,2,1,0,0,0
20120413,IT,5,162,5,347,155,1,1,0
20120413,IS,0,5,0,7,4,0,0,0
20120413,IR,0,0,0,1,0,0,0,0
20120413,IQ,0,1,0,6,1,0,0,0
20120413,IN,2,71,2,179,71,4,4,0
20120413,IL,0,37,0,70,37,1,1,0
20120413,IE,0,23,0,51,23,0,0,0
20120413,ID,0,25,0,63,24,1,1,0
20120413,HU,0,22,0,67,22,0,0,0
20120413,HR,0,10,0,24,10,0,0,0
20120413,HN,0,1,0,1,1,0,0,0
20120413,HK,0,12,0,30,12,1,1,0
20120413,GU,0,1,0,1,1,0,0,0
20120413,GT,0,1,0,2,1,0,0,0
20120413,GR,1,13,0,42,13,0,0,0
20120413,GP,0,0,0,1,0,0,0,0
20120413,GL,0,0,0,1,0,0,0,0
20120413,GH,0,0,0,1,0,0,0,0
20120413,GE,0,3,0,5,3,0,0,0
20120413,GB,4,291,4,668,280,5,5,0
20120413,FR,7,286,6,627,272,6,6,0
20120413,FO,0,1,0,1,1,0,0,0
20120413,FI,0,29,0,50,27,0,0,0
20120413,ET,0,1,0,1,1,0,0,0
20120413,ES,2,155,1,300,149,0,0,0
20120413,EG,0,10,0,26,10,0,0,0
20120413,EE,0,3,0,8,3,0,0,0
20120413,EC,0,4,0,8,4,0,0,0
20120413,DZ,0,4,0,6,3,0,0,0
20120413,DO,0,3,0,5,3,0,0,0
20120413,DM,0,1,0,1,0,0,0,0
20120413,DK,0,25,0,50,25,0,0,0
20120413,DE,2,219,2,485,216,1,1,0
20120413,CZ,0,19,0,50,18,0,0,0
20120413,CY,0,5,0,10,5,0,0,0
20120413,CR,0,4,0,12,4,0,0,0
20120413,CO,0,13,0,46,13,0,0,0
20120413,CN,0,37,0,77,36,0,0,0
20120413,CL,0,8,0,23,8,0,0,0
20120413,CH,2,42,1,84,41,0,0,0
20120413,CA,1,152,1,330,146,1,1,0
20120413,BY,0,0,0,5,0,0,0,0
20120413,BR,2,132,2,337,129,3,3,0
20120413,BO,0,2,0,4,2,0,0,0
20120413,BN,0,3,0,7,2,0,0,0
20120413,BH,0,4,0,5,4,0,0,0
20120413,BG,0,4,0,15,4,1,1,0
20120413,BE,0,27,0,71,25,0,0,0
20120413,BD,0,1,0,1,1,0,0,0
20120413,BA,0,1,0,3,1,0,0,0
20120413,AZ,0,1,0,7,1,0,0,0
20120413,AU,1,96,1,186,91,1,1,0
20120413,AT,0,27,0,86,27,1,1,0
20120413,AR,2,20,2,52,19,0,0,0
20120413,AM,0,0,0,3,0,0,0,0
20120413,AE,0,7,0,15,7,0,0,0
20120412,unknown,0,0,0,12,0,0,0,0
20120412,ZZ,0,1,0,2,1,0,0,0
20120412,ZW,0,0,0,1,0,0,0,0
20120412,ZM,0,0,0,1,0,0,0,0
20120412,ZA,2,39,2,83,38,1,1,0
20120412,VN,0,3,0,9,3,0,0,0
20120412,VE,0,7,0,14,7,0,0,0
20120412,UZ,1,1,1,2,1,1,1,0
20120412,UY,0,1,0,4,1,0,0,0
20120412,US,22,1663,21,4298,1596,12,12,0
20120412,UA,0,18,0,53,17,0,0,0
20120412,TW,0,26,0,48,25,1,1,0
20120412,TT,0,0,0,1,0,1,1,0
20120412,TR,1,40,1,90,38,1,1,0
20120412,TN,0,2,0,5,2,0,0,0
20120412,TM,0,1,0,1,1,0,0,0
20120412,TH,2,25,2,38,25,0,0,0
20120412,SV,0,0,0,1,0,0,0,0
20120412,SR,0,0,0,2,0,0,0,0
20120412,SK,0,15,0,35,15,0,0,0
20120412,SI,0,11,0,23,11,0,0,0
20120412,SG,0,26,0,92,25,0,0,0
20120412,SE,1,58,1,138,57,1,1,0
20120412,SA,0,22,0,68,22,0,0,0
20120412,RU,3,101,3,257,100,1,1,0
20120412,RS,0,13,0,30,13,0,0,0
20120412,RO,0,20,0,81,19,0,0,0
20120412,RE,0,2,0,5,2,0,0,0
20120412,QA,0,5,0,7,5,0,0,0
20120412,PY,0,2,0,5,2,0,0,0
20120412,PT,0,27,0,48,27,0,0,0
20120412,PR,0,6,0,12,6,0,0,0
20120412,PL,0,55,0,157,54,0,0,0
20120412,PK,0,1,0,4,1,0,0,0
20120412,PH,0,17,0,55,17,0,0,0
20120412,PF,0,0,0,1,0,0,0,0
20120412,PE,1,8,1,12,8,0,0,0
20120412,PA,0,3,0,6,3,0,0,0
20120412,OM,0,4,0,6,4,0,0,0
20120412,NZ,0,20,0,43,19,0,0,0
20120412,NP,0,1,0,3,1,0,0,0
20120412,NO,0,33,0,64,32,1,1,0
20120412,NL,3,74,3,171,72,0,0,0
20120412,NC,0,2,0,2,2,0,0,0
20120412,NA,0,1,0,1,1,0,0,0
20120412,MY,1,19,1,70,19,1,1,0
20120412,MX,1,38,1,96,37,0,0,0
20120412,MV,0,0,0,2,0,0,0,0
20120412,MU,0,1,0,1,1,0,0,0
20120412,MT,0,1,0,5,1,0,0,0
20120412,MQ,0,0,0,1,0,0,0,0
20120412,MO,0,2,0,3,2,0,0,0
20120412,MN,0,2,0,3,2,0,0,0
20120412,MK,1,1,1,6,1,0,0,0
20120412,MG,0,0,0,1,0,0,0,0
20120412,ME,0,0,0,2,0,0,0,0
20120412,MD,0,1,0,3,1,0,0,0
20120412,MA,0,2,0,15,2,0,0,0
20120412,LY,0,0,0,2,0,0,0,0
20120412,LV,1,4,1,17,4,0,0,0
20120412,LU,0,0,0,2,0,0,0,0
20120412,LT,0,5,0,13,5,0,0,0
20120412,LK,0,1,0,2,1,0,0,0
20120412,LB,0,6,0,14,6,0,0,0
20120412,KZ,0,1,0,5,1,0,0,0
20120412,KW,0,6,0,16,6,1,1,0
20120412,KR,0,38,0,112,37,1,1,0
20120412,KE,0,0,0,1,0,0,0,0
20120412,JP,0,59,0,103,57,1,1,0
20120412,JO,0,0,0,7,0,0,0,0
20120412,JM,0,0,0,1,0,0,0,0
20120412,JE,0,1,0,2,1,0,0,0
20120412,IT,3,159,3,343,152,3,3,0
20120412,IS,0,5,0,7,4,0,0,0
20120412,IR,0,0,0,1,0,0,0,0
20120412,IQ,0,1,0,6,1,0,0,0
20120412,IN,1,73,1,177,73,1,1,0
20120412,IL,0,38,0,70,38,0,0,0
20120412,IE,1,23,1,52,23,0,0,0
20120412,ID,0,27,0,63,26,1,1,0
20120412,HU,0,22,0,67,22,0,0,0
20120412,HR,1,10,1,24,10,1,1,0
20120412,HN,0,1,0,1,1,0,0,0
20120412,HK,0,11,0,30,11,0,0,0
20120412,GU,0,1,0,1,1,0,0,0
20120412,GT,0,1,0,2,1,0,0,0
20120412,GR,1,12,1,42,12,1,1,0
20120412,GP,0,0,0,1,0,0,0,0
20120412,GL,0,0,0,1,0,0,0,0
20120412,GH,0,0,0,1,0,0,0,0
20120412,GE,0,2,0,5,2,0,0,0
20120412,GB,8,293,6,662,282,2,2,0
20120412,FR,3,285,2,621,270,2,2,0
20120412,FO,0,1,0,1,1,0,0,0
20120412,FI,2,28,2,49,26,0,0,0
20120412,ET,0,1,0,1,1,0,0,0
20120412,ES,3,155,3,299,150,4,4,0
20120412,EG,1,10,1,26,10,1,1,0
20120412,EE,0,3,0,8,3,0,0,0
20120412,EC,0,4,0,8,4,0,0,0
20120412,DZ,0,3,0,6,3,1,0,0
20120412,DO,0,3,0,5,3,0,0,0
20120412,DM,0,1,0,1,0,0,0,0
20120412,DK,0,25,0,50,25,1,1,0
20120412,DE,1,217,0,480,214,1,1,0
20120412,CZ,0,19,0,50,18,0,0,0
20120412,CY,0,5,0,10,5,0,0,0
20120412,CR,1,4,1,12,4,0,0,0
20120412,CO,0,13,0,46,13,0,0,0
20120412,CN,0,37,0,78,36,0,0,0
20120412,CL,0,8,0,23,8,0,0,0
20120412,CH,1,40,1,83,40,0,0,0
20120412,CA,1,150,1,329,144,2,2,0
20120412,BY,0,0,0,5,0,0,0,0
20120412,BR,3,131,3,335,128,2,2,0
20120412,BO,0,2,0,4,2,0,0,0
20120412,BN,0,3,0,7,2,0,0,0
20120412,BH,0,4,0,5,4,0,0,0
20120412,BG,0,5,0,15,5,0,0,0
20120412,BE,0,27,0,71,25,0,0,0
20120412,BD,0,1,0,1,1,0,0,0
20120412,BA,0,1,0,3,1,0,0,0
20120412,AZ,0,1,0,7,1,0,0,0
20120412,AU,0,97,0,185,92,1,0,0
20120412,AT,1,28,1,86,28,0,0,0
20120412,AR,0,18,0,50,17,0,0,0
20120412,AM,0,0,0,3,0,0,0,0
20120412,AE,0,7,0,15,7,0,0,0
20120411,unknown,0,0,0,11,0,0,0,0
20120411,ZZ,0,1,0,2,1,0,0,0
20120411,ZW,0,0,0,1,0,0,0,0
20120411,ZM,0,0,0,1,0,0,0,0
20120411,ZA,0,38,0,81,37,1,1,0
20120411,VN,0,3,0,9,3,0,0,0
20120411,VE,0,7,0,14,7,0,0,0
20120411,UZ,0,1,0,1,1,0,0,0
20120411,UY,0,1,0,4,1,0,0,0
20120411,US,18,1654,17,4279,1586,19,18,0
20120411,UA,1,18,1,53,17,0,0,0
20120411,TW,0,27,0,48,26,0,0,0
20120411,TT,0,0,0,1,0,0,0,0
20120411,TR,0,40,0,89,38,0,0,0
20120411,TN,0,2,0,5,2,0,0,0
20120411,TM,0,1,0,1,1,0,0,0
20120411,TH,0,23,0,36,23,0,0,0
20120411,SV,0,0,0,1,0,0,0,0
