# -------------------------------------------------------
# App: truesculpt.main, date: 20111116-20120505
# -------------------------------------------------------

date,language,daily_device_installs,active_device_installs,daily_user_installs,total_user_installs,active_user_installs,daily_device_uninstalls,daily_user_uninstalls,daily_device_upgrades
20120422,en_TR,0,2,0,2,2,0,0,0
20120422,en_TH,0,0,0,2,0,0,0,0
20120422,en_SK,0,1,0,2,1,0,0,0
20120422,en_SG,1,8,1,34,8,0,0,0
20120422,en_SE,0,2,0,3,2,0,0,0
20120422,en_RU,0,0,0,1,0,0,0,0
20120422,en_RO,0,0,0,5,0,0,0,0
20120422,en_QA,0,0,0,1,0,0,0,0
20120422,en_PL,0,2,0,2,2,0,0,0
20120422,en_PH,0,11,0,29,11,0,0,0
20120422,en_NZ,0,9,0,24,9,0,0,0
20120422,en_NO,0,1,0,2,1,0,0,0
20120422,en_NL,0,3,0,6,3,0,0,0
20120422,en_MY,0,1,0,5,1,0,0,0
20120422,en_LU,0,1,0,2,1,0,0,0
20120422,en_LT,0,1,0,3,1,0,0,0
20120422,en_KW,0,0,0,1,0,0,0,0
20120422,en_JP,0,3,0,4,3,0,0,0
20120422,en_IT,0,1,0,2,1,0,0,0
20120422,en_IN,0,17,0,55,17,0,0,0
20120422,en_IE,1,9,0,31,9,0,0,0
20120422,en_ID,0,0,0,1,0,0,0,0
20120422,en_HU,0,0,0,1,0,0,0,0
20120422,en_HK,0,4,0,6,4,0,0,0
20120422,en_GR,0,0,0,2,0,0,0,0
20120422,en_GB,13,529,12,1248,510,6,6,0
20120422,en_FR,0,0,0,1,0,0,0,0
20120422,en_ES,0,0,0,3,0,0,0,0
20120422,en_EG,0,0,0,1,0,0,0,0
20120422,en_DK,0,2,0,2,2,0,0,0
20120422,en_DE,0,0,0,5,0,0,0,0
20120422,en_CZ,0,2,0,3,2,0,0,0
20120422,en_CS,0,0,0,2,0,0,0,0
20120422,en_CH,0,2,0,2,2,0,0,0
20120422,en_CA,2,88,2,215,84,0,0,0
20120422,en_AU,2,67,2,148,64,1,1,0
20120422,en_AM,0,1,0,1,1,0,0,0
20120422,en_AE,0,1,0,2,1,0,0,0
20120422,en,0,3,0,9,3,0,0,0
20120422,el_GR,1,11,1,38,11,1,1,0
20120422,de_GB,0,0,0,1,0,0,0,0
20120422,de_DE,1,229,1,523,227,1,1,0
20120422,de_CH,0,11,0,29,9,0,0,0
20120422,de_AT,1,19,1,49,18,1,1,0
20120422,de,0,0,0,2,0,0,0,0
20120422,da_DK,0,19,0,47,19,0,0,0
20120422,cs_CZ,1,16,1,52,15,0,0,0
20120422,ca_ES,0,1,0,3,1,0,0,0
20120422,bg_BG,0,1,0,5,1,0,0,0
20120422,ar_SA,0,0,0,1,0,0,0,0
20120422,ar_EG,0,0,0,4,0,0,0,0
20120422,ar_AE,0,19,0,55,18,0,0,0
20120422,,0,2,0,2,2,0,0,0
20120421,zh_TW,0,37,0,65,36,0,0,0
20120421,zh_HK,0,7,0,16,7,0,0,0
20120421,zh_CN,0,13,0,41,13,0,0,0
20120421,vi_VN,0,1,0,5,1,0,0,0
20120421,unknown,0,0,0,10,0,0,0,0
20120421,uk_UA,0,2,0,5,2,0,0,0
20120421,tr_TR,1,26,0,76,23,1,1,0
20120421,th_TH,0,14,0,24,14,0,0,0
20120421,sv_SE,1,44,1,112,43,0,0,0
20120421,sv_GB,0,1,0,1,1,0,0,0
20120421,sr_RS,0,2,0,8,2,0,0,0
20120421,sr_CS,0,0,0,2,0,0,0,0
20120421,sl_SL,0,0,0,1,0,0,0,0
20120421,sl_SI,0,6,0,15,6,1,1,0
20120421,sl,0,0,0,1,0,0,0,0
20120421,sk_SK,0,11,0,27,11,0,0,0
20120421,sk,0,0,0,1,0,0,0,0
20120421,ru_UA,0,3,0,10,3,0,0,0
20120421,ru_SK,0,1,0,1,1,0,0,0
20120421,ru_RU,5,120,5,337,119,2,2,0
20120421,ru_PL,0,1,0,1,1,0,0,0
20120421,ru_CZ,0,1,0,1,1,0,0,0
20120421,ru,0,1,0,3,1,0,0,0
20120421,ro_RO,0,9,0,34,9,0,0,0
20120421,pt_PT,0,31,0,58,31,0,0,0
20120421,pt_BR,1,122,1,330,119,1,1,0
20120421,pl_PL,0,55,0,161,53,2,2,0
20120421,pl_IE,0,1,0,1,1,0,0,0
20120421,pl_GB,0,1,0,1,1,0,0,0
20120421,no_NO,0,3,0,6,3,0,0,0
20120421,nl_NL,0,53,0,141,52,3,3,0
20120421,nl_FR,0,0,0,2,0,0,0,0
20120421,nl_BE,0,5,0,12,5,0,0,0
20120421,nl,0,0,0,1,0,0,0,0
20120421,nb_NO,0,25,0,49,24,0,0,0
20120421,ms_MY,0,0,0,1,0,0,0,0
20120421,mk_MK,0,0,0,1,0,0,0,0
20120421,md_US,0,3,0,16,3,0,0,0
20120421,lv_LV,0,2,0,8,2,0,0,0
20120421,lt_LT,0,2,0,7,2,0,0,0
20120421,ko_KR,0,39,0,111,38,0,0,0
20120421,ko,0,0,0,1,0,0,0,0
20120421,ja_JP,0,52,0,94,50,0,0,0
20120421,ja,0,1,0,1,1,0,0,0
20120421,iw_IL,0,5,0,12,5,0,0,0
20120421,it_IT,1,157,1,366,151,1,0,0
20120421,it_FR,0,0,0,1,0,1,1,0
20120421,it_DE,0,0,0,1,0,0,0,0
20120421,it_CH,0,1,0,1,1,0,0,0
20120421,is_IS,0,1,0,1,1,0,0,0
20120421,in_ID,0,4,0,12,4,0,0,0
20120421,id_ID,0,1,0,2,1,0,0,0
20120421,hu_HU,0,18,0,68,18,2,2,0
20120421,hr_HR,0,3,0,12,3,0,0,0
20120421,he_IL,0,12,0,23,12,0,0,0
20120421,hd_US,0,1,0,5,1,0,0,0
20120421,gl_ES,0,0,0,1,0,0,0,0
20120421,fr_NL,0,0,0,1,0,0,0,0
20120421,fr_LU,0,0,0,2,0,0,0,0
20120421,fr_IT,0,1,0,1,1,0,0,0
20120421,fr_FR,8,320,8,719,304,5,5,0
20120421,fr_CH,1,16,0,26,16,0,0,0
20120421,fr_CA,0,6,0,15,6,0,0,0
20120421,fr_BE,0,2,0,9,1,0,0,0
20120421,fi_FI,0,15,0,34,15,0,0,0
20120421,et_EE,0,3,0,5,3,0,0,0
20120421,es_VE,0,0,0,2,0,0,0,0
20120421,es_US,2,62,2,140,61,0,0,0
20120421,es_PE,0,0,0,1,0,0,0,0
20120421,es_MX,1,9,1,33,9,0,0,0
20120421,es_GT,0,0,0,1,0,0,0,0
20120421,es_ES,2,183,1,380,178,1,1,0
20120421,es_DE,0,1,0,1,1,0,0,0
20120421,es_CR,0,0,0,4,0,0,0,0
20120421,es_CO,0,0,0,5,0,0,0,0
20120421,es_CL,0,1,0,7,1,0,0,0
20120421,es_BO,0,0,0,1,0,0,0,0
20120421,es_AR,0,4,0,12,4,0,0,0
20120421,es,0,0,0,1,0,0,0,0
20120421,en_ZA,0,10,0,23,10,0,0,0
20120421,en_US,48,2085,45,5310,2002,39,39,0
20120421,en_TW,0,0,0,1,0,0,0,0
20120421,en_TR,0,2,0,2,2,0,0,0
20120421,en_TH,0,0,0,2,0,0,0,0
20120421,en_SK,0,1,0,2,1,0,0,0
20120421,en_SG,0,7,0,33,7,0,0,0
20120421,en_SE,0,2,0,3,2,0,0,0
20120421,en_RU,0,0,0,1,0,0,0,0
20120421,en_RO,0,0,0,5,0,0,0,0
20120421,en_QA,0,0,0,1,0,0,0,0
20120421,en_PL,0,2,0,2,2,0,0,0
20120421,en_PH,0,11,0,29,11,0,0,0
20120421,en_NZ,0,9,0,24,9,0,0,0
20120421,en_NO,0,1,0,2,1,0,0,0
20120421,en_NL,0,3,0,6,3,0,0,0
20120421,en_MY,0,1,0,5,1,0,0,0
20120421,en_LU,0,1,0,2,1,0,0,0
20120421,en_LT,0,1,0,3,1,0,0,0
20120421,en_KW,0,0,0,1,0,0,0,0
20120421,en_JP,0,3,0,4,3,0,0,0
20120421,en_IT,0,1,0,2,1,0,0,0
20120421,en_IN,0,17,0,55,17,0,0,0
20120421,en_IE,0,9,0,31,9,0,0,0
20120421,en_ID,0,0,0,1,0,0,0,0
20120421,en_HU,0,0,0,1,0,0,0,0
20120421,en_HK,1,4,0,6,3,0,0,0
20120421,en_GR,0,0,0,2,0,0,0,0
20120421,en_GB,12,525,12,1233,504,7,7,0
20120421,en_FR,0,0,0,1,0,0,0,0
20120421,en_ES,0,0,0,3,0,0,0,0
20120421,en_EG,0,0,0,1,0,0,0,0
20120421,en_DK,0,2,0,2,2,0,0,0
20120421,en_DE,0,0,0,5,0,0,0,0
20120421,en_CZ,0,2,0,3,2,0,0,0
20120421,en_CS,0,0,0,2,0,0,0,0
20120421,en_CH,0,2,0,2,2,0,0,0
20120421,en_CA,2,86,2,213,82,3,3,0
20120421,en_AU,1,66,1,146,63,1,1,0
20120421,en_AM,0,1,0,1,1,0,0,0
20120421,en_AE,0,1,0,2,1,0,0,0
20120421,en,0,3,0,9,3,0,0,0
20120421,el_GR,0,11,0,37,11,0,0,0
20120421,de_GB,0,0,0,1,0,0,0,0
20120421,de_DE,1,228,1,521,226,1,1,0
20120421,de_CH,2,11,1,29,9,0,0,0
20120421,de_AT,0,19,0,48,18,0,0,0
20120421,de,0,0,0,2,0,0,0,0
20120421,da_DK,0,19,0,47,19,0,0,0
20120421,cs_CZ,1,15,1,51,14,1,1,0
20120421,ca_ES,0,1,0,3,1,0,0,0
20120421,bg_BG,0,1,0,5,1,0,0,0
20120421,ar_SA,0,0,0,1,0,0,0,0
20120421,ar_EG,0,0,0,4,0,0,0,0
20120421,ar_AE,0,19,0,55,18,0,0,0
20120421,,0,1,0,1,1,0,0,0
20120420,zh_TW,2,37,2,65,36,1,1,0
20120420,zh_HK,0,7,0,16,7,0,0,0
20120420,zh_CN,0,13,0,41,13,0,0,0
20120420,vi_VN,0,1,0,5,1,0,0,0
20120420,unknown,0,0,0,11,0,0,0,0
20120420,uk_UA,0,2,0,5,2,0,0,0
20120420,tr_TR,1,26,1,76,24,1,1,0
20120420,th_TH,0,14,0,24,14,0,0,0
20120420,sv_SE,1,43,1,111,42,1,1,0
20120420,sv_GB,0,1,0,1,1,0,0,0
20120420,sr_RS,0,2,0,8,2,0,0,0
20120420,sr_CS,0,0,0,2,0,0,0,0
20120420,sl_SL,0,0,0,1,0,0,0,0
20120420,sl_SI,0,7,0,15,7,0,0,0
20120420,sl,0,0,0,1,0,0,0,0
20120420,sk_SK,0,11,0,27,11,0,0,0
20120420,sk,0,0,0,1,0,0,0,0
20120420,ru_UA,0,3,0,10,3,0,0,0
20120420,ru_SK,0,1,0,1,1,0,0,0
20120420,ru_RU,2,117,2,332,116,1,1,0
20120420,ru_PL,0,1,0,1,1,0,0,0
20120420,ru_CZ,0,1,0,1,1,0,0,0
20120420,ru,0,1,0,3,1,0,0,0
20120420,ro_RO,1,9,1,34,9,1,1,0
20120420,pt_PT,0,29,0,56,29,0,0,0
20120420,pt_BR,0,122,0,329,119,1,1,0
20120420,pl_PL,1,55,1,161,53,1,1,0
20120420,pl_IE,0,1,0,1,1,0,0,0
20120420,pl_GB,0,1,0,1,1,0,0,0
20120420,no_NO,0,3,0,6,3,0,0,0
20120420,nl_NL,1,56,1,141,55,2,2,0
20120420,nl_FR,0,0,0,2,0,0,0,0
20120420,nl_BE,0,5,0,12,5,0,0,0
20120420,nl,0,0,0,1,0,0,0,0
20120420,nb_NO,0,24,0,48,23,0,0,0
20120420,ms_MY,0,0,0,1,0,0,0,0
20120420,mk_MK,0,0,0,1,0,0,0,0
20120420,md_US,0,3,0,16,3,0,0,0
20120420,lv_LV,0,2,0,8,2,0,0,0
20120420,lt_LT,0,2,0,7,2,0,0,0
20120420,ko_KR,0,39,0,111,38,0,0,0
20120420,ko,0,0,0,1,0,0,0,0
20120420,ja_JP,3,52,2,94,50,2,2,0
20120420,ja,0,1,0,1,1,0,0,0
20120420,iw_IL,0,6,0,13,6,0,0,0
20120420,it_IT,3,157,2,365,150,1,1,0
20120420,it_FR,0,1,0,1,1,0,0,0
20120420,it_DE,0,0,0,1,0,0,0,0
20120420,it_CH,0,1,0,1,1,0,0,0
20120420,is_IS,0,1,0,1,1,0,0,0
20120420,in_ID,0,4,0,12,4,0,0,0
20120420,id_ID,0,1,0,2,1,0,0,0
20120420,hu_HU,1,20,1,68,20,0,0,0
20120420,hr_HR,0,3,0,12,3,0,0,0
20120420,he_IL,0,12,0,23,12,0,0,0
20120420,hd_US,0,1,0,5,1,0,0,0
20120420,gl_ES,0,0,0,1,0,0,0,0
20120420,fr_NL,0,0,0,1,0,0,0,0
20120420,fr_LU,0,0,0,2,0,0,0,0
20120420,fr_IT,0,1,0,1,1,0,0,0
20120420,fr_FR,5,317,4,711,301,2,2,0
20120420,fr_CH,0,16,0,26,16,0,0,0
20120420,fr_CA,1,6,1,15,6,2,2,0
20120420,fr_BE,0,2,0,9,1,0,0,0
20120420,fi_FI,0,15,0,34,15,0,0,0
20120420,et_EE,0,3,0,5,3,0,0,0
20120420,es_VE,0,0,0,2,0,0,0,0
20120420,es_US,4,60,4,137,59,1,1,0
20120420,es_PE,0,0,0,1,0,0,0,0
20120420,es_MX,0,8,0,32,8,0,0,0
20120420,es_GT,0,0,0,1,0,0,0,0
20120420,es_ES,2,182,2,379,178,4,4,0
20120420,es_DE,0,1,0,1,1,0,0,0
20120420,es_CR,0,0,0,4,0,0,0,0
20120420,es_CO,0,0,0,5,0,0,0,0
20120420,es_CL,0,1,0,7,1,0,0,0
20120420,es_BO,0,0,0,1,0,0,0,0
20120420,es_AR,0,4,0,12,4,0,0,0
20120420,es,0,0,0,1,0,0,0,0
20120420,en_ZA,0,10,0,23,10,0,0,0
20120420,en_US,22,2076,21,5264,1992,23,22,0
20120420,en_TW,0,0,0,1,0,0,0,0
20120420,en_TR,0,2,0,2,2,0,0,0
20120420,en_TH,0,0,0,2,0,0,0,0
20120420,en_SK,0,1,0,2,1,0,0,0
20120420,en_SG,0,7,0,33,7,0,0,0
20120420,en_SE,0,2,0,3,2,0,0,0
20120420,en_RU,0,0,0,1,0,0,0,0
20120420,en_RO,0,0,0,5,0,0,0,0
20120420,en_QA,0,0,0,1,0,0,0,0
20120420,en_PL,0,2,0,2,2,0,0,0
20120420,en_PH,1,11,1,29,11,0,0,0
20120420,en_NZ,0,9,0,24,9,0,0,0
20120420,en_NO,0,1,0,2,1,0,0,0
20120420,en_NL,0,3,0,6,3,0,0,0
20120420,en_MY,0,1,0,5,1,0,0,0
20120420,en_LU,0,1,0,2,1,0,0,0
20120420,en_LT,0,1,0,3,1,0,0,0
20120420,en_KW,0,0,0,1,0,0,0,0
20120420,en_JP,0,3,0,4,3,0,0,0
20120420,en_IT,0,1,0,2,1,0,0,0
20120420,en_IN,2,17,2,55,17,0,0,0
20120420,en_IE,0,9,0,31,9,0,0,0
20120420,en_ID,0,0,0,1,0,0,0,0
20120420,en_HU,0,0,0,1,0,0,0,0
20120420,en_HK,1,4,0,6,4,1,1,0
20120420,en_GR,0,0,0,2,0,0,0,0
20120420,en_GB,14,521,13,1221,500,6,6,0
20120420,en_FR,0,0,0,1,0,0,0,0
20120420,en_ES,0,0,0,3,0,0,0,0
20120420,en_EG,0,0,0,1,0,0,0,0
20120420,en_DK,0,2,0,2,2,0,0,0
20120420,en_DE,0,0,0,5,0,0,0,0
20120420,en_CZ,0,2,0,3,2,0,0,0
20120420,en_CS,0,0,0,2,0,0,0,0
20120420,en_CH,0,2,0,2,2,0,0,0
20120420,en_CA,0,87,0,211,83,1,1,0
20120420,en_AU,1,67,1,145,64,0,0,0
20120420,en_AM,0,1,0,1,1,0,0,0
20120420,en_AE,0,1,0,2,1,0,0,0
20120420,en,0,3,0,9,3,0,0,0
20120420,el_GR,0,11,0,37,11,0,0,0
20120420,de_GB,0,0,0,1,0,0,0,0
20120420,de_DE,5,229,3,520,227,5,5,0
20120420,de_CH,0,9,0,28,8,0,0,0
20120420,de_AT,1,19,0,48,18,0,0,0
20120420,de,0,0,0,2,0,0,0,0
20120420,da_DK,0,19,0,47,19,0,0,0
20120420,cs_CZ,1,15,1,50,14,1,1,0
20120420,ca_ES,0,1,0,2,1,0,0,0
20120420,bg_BG,0,1,0,5,1,0,0,0
20120420,ar_SA,0,0,0,1,0,0,0,0
20120420,ar_EG,0,0,0,4,0,0,0,0
20120420,ar_AE,0,19,0,55,18,0,0,0
20120420,,0,1,0,1,1,0,0,0
20120419,zh_TW,0,36,0,63,35,0,0,0
20120419,zh_HK,0,7,0,16,7,0,0,0
20120419,zh_CN,0,13,0,41,13,0,0,0
20120419,vi_VN,0,1,0,5,1,0,0,0
20120419,unknown,0,0,0,11,0,0,0,0
20120419,uk_UA,0,2,0,5,2,0,0,0
20120419,tr_TR,1,26,1,75,24,0,0,0
20120419,th_TH,0,14,0,24,14,0,0,0
20120419,sv_SE,1,42,0,110,40,1,1,0
20120419,sv_GB,0,1,0,1,1,0,0,0
20120419,sr_RS,1,2,1,8,2,0,0,0
20120419,sr_CS,0,0,0,2,0,0,0,0
20120419,sl_SL,0,0,0,1,0,0,0,0
20120419,sl_SI,0,7,0,15,7,0,0,0
20120419,sl,0,0,0,1,0,0,0,0
20120419,sk_SK,0,12,0,27,12,0,0,0
20120419,sk,0,0,0,1,0,0,0,0
20120419,ru_UA,0,3,0,10,3,0,0,0
20120419,ru_SK,0,1,0,1,1,0,0,0
20120419,ru_RU,3,116,3,330,115,0,0,0
20120419,ru_PL,0,1,0,1,1,0,0,0
20120419,ru_CZ,0,1,0,1,1,0,0,0
20120419,ru,0,1,0,3,1,0,0,0
20120419,ro_RO,0,9,0,33,9,0,0,0
20120419,pt_PT,0,29,0,56,29,0,0,0
20120419,pt_BR,1,123,0,329,120,1,1,0
20120419,pl_PL,1,56,1,160,54,2,2,0
20120419,pl_IE,0,1,0,1,1,0,0,0
20120419,pl_GB,0,1,0,1,1,0,0,0
20120419,no_NO,0,3,0,6,3,0,0,0
20120419,nl_NL,0,57,0,140,56,0,0,0
20120419,nl_FR,0,0,0,2,0,0,0,0
20120419,nl_BE,0,5,0,12,5,0,0,0
20120419,nl,0,0,0,1,0,0,0,0
20120419,nb_NO,0,24,0,48,23,0,0,0
20120419,ms_MY,0,0,0,1,0,0,0,0
20120419,mk_MK,0,0,0,1,0,0,0,0
20120419,md_US,1,3,1,16,3,0,0,0
20120419,lv_LV,0,2,0,8,2,0,0,0
20120419,lt_LT,0,1,0,6,1,0,0,0
20120419,ko_KR,2,39,2,111,38,0,0,0
20120419,ko,0,0,0,1,0,0,0,0
20120419,ja_JP,1,51,1,91,49,0,0,0
20120419,ja,0,1,0,1,1,0,0,0
20120419,iw_IL,0,6,0,13,6,0,0,0
20120419,it_IT,4,157,3,363,150,2,2,0
20120419,it_FR,0,1,0,1,1,0,0,0
20120419,it_DE,0,0,0,1,0,0,0,0
20120419,it_CH,0,1,0,1,1,0,0,0
20120419,is_IS,0,1,0,1,1,0,0,0
20120419,in_ID,0,4,0,12,4,0,0,0
20120419,id_ID,0,1,0,2,1,0,0,0
20120419,hu_HU,0,19,0,67,19,0,0,0
20120419,hr_HR,0,3,0,12,3,0,0,0
20120419,he_IL,0,12,0,23,12,0,0,0
20120419,hd_US,0,1,0,5,1,0,0,0
20120419,gl_ES,0,0,0,1,0,0,0,0
20120419,fr_NL,0,0,0,1,0,0,0,0
20120419,fr_LU,0,0,0,2,0,0,0,0
20120419,fr_IT,0,1,0,1,1,0,0,0
20120419,fr_FR,2,315,1,708,299,3,3,0
20120419,fr_CH,1,16,1,26,16,0,0,0
20120419,fr_CA,0,7,0,14,7,0,0,0
20120419,fr_BE,0,2,0,9,1,0,0,0
20120419,fi_FI,0,16,0,35,16,0,0,0
20120419,et_EE,0,3,0,5,3,0,0,0
20120419,es_VE,0,0,0,2,0,0,0,0
20120419,es_US,1,59,0,135,58,0,0,0
20120419,es_PE,0,0,0,1,0,0,0,0
20120419,es_MX,0,8,0,32,8,0,0,0
20120419,es_GT,0,0,0,1,0,0,0,0
20120419,es_ES,5,181,5,374,177,1,0,0
20120419,es_DE,0,1,0,1,1,0,0,0
20120419,es_CR,0,0,0,4,0,0,0,0
20120419,es_CO,0,0,0,5,0,0,0,0
20120419,es_CL,0,1,0,7,1,0,0,0
20120419,es_BO,0,0,0,1,0,0,0,0
20120419,es_AR,0,5,0,12,5,0,0,0
20120419,es,0,0,0,1,0,0,0,0
20120419,en_ZA,0,10,0,23,10,0,0,0
20120419,en_US,30,2079,26,5244,1994,17,16,0
20120419,en_TW,0,0,0,1,0,0,0,0
20120419,en_TR,0,2,0,2,2,0,0,0
20120419,en_TH,0,0,0,2,0,1,1,0
20120419,en_SK,0,1,0,2,1,0,0,0
20120419,en_SG,0,7,0,33,7,0,0,0
20120419,en_SE,0,2,0,3,2,0,0,0
20120419,en_RU,0,0,0,1,0,0,0,0
20120419,en_RO,0,0,0,5,0,0,0,0
20120419,en_QA,0,0,0,1,0,0,0,0
20120419,en_PL,0,2,0,2,2,0,0,0
20120419,en_PH,1,10,1,28,10,0,0,0
20120419,en_NZ,0,9,0,24,9,0,0,0
20120419,en_NO,0,1,0,2,1,0,0,0
20120419,en_NL,0,3,0,6,3,0,0,0
20120419,en_MY,0,1,0,5,1,0,0,0
20120419,en_LU,0,1,0,2,1,0,0,0
20120419,en_LT,0,1,0,3,1,0,0,0
20120419,en_KW,0,0,0,1,0,0,0,0
20120419,en_JP,0,3,0,4,3,0,0,0
20120419,en_IT,0,0,0,1,0,0,0,0
20120419,en_IN,0,17,0,53,17,0,0,0
20120419,en_IE,0,9,0,31,9,0,0,0
20120419,en_ID,0,0,0,1,0,0,0,0
20120419,en_HU,0,0,0,1,0,0,0,0
20120419,en_HK,0,4,0,6,4,0,0,0
20120419,en_GR,0,0,0,2,0,0,0,0
20120419,en_GB,5,512,4,1205,491,11,11,0
20120419,en_FR,0,0,0,1,0,0,0,0
20120419,en_ES,0,0,0,3,0,0,0,0
20120419,en_EG,0,0,0,1,0,0,0,0
20120419,en_DK,0,2,0,2,2,0,0,0
20120419,en_DE,0,0,0,5,0,0,0,0
20120419,en_CZ,0,2,0,3,2,0,0,0
20120419,en_CS,0,0,0,2,0,0,0,0
20120419,en_CH,0,2,0,2,2,0,0,0
20120419,en_CA,2,87,2,211,83,0,0,0
20120419,en_AU,1,66,1,144,63,0,0,0
20120419,en_AM,0,1,0,1,1,0,0,0
20120419,en_AE,0,1,0,2,1,0,0,0
20120419,en,0,3,0,9,3,0,0,0
20120419,el_GR,1,11,1,37,11,0,0,0
20120419,de_GB,0,0,0,1,0,0,0,0
20120419,de_DE,3,231,2,516,229,2,2,0
20120419,de_CH,1,10,0,29,9,0,0,0
20120419,de_AT,1,18,1,48,18,0,0,0
20120419,de,0,0,0,2,0,0,0,0
20120419,da_DK,0,19,0,47,19,1,1,0
20120419,cs_CZ,0,15,0,49,14,0,0,0
20120419,ca_ES,0,1,0,2,1,0,0,0
20120419,bg_BG,0,1,0,5,1,0,0,0
20120419,ar_SA,0,0,0,1,0,0,0,0
20120419,ar_EG,0,0,0,4,0,0,0,0
20120419,ar_AE,0,19,0,54,18,0,0,0
20120419,,0,1,0,1,1,0,0,0
20120418,zh_TW,1,35,1,62,34,1,1,0
20120418,zh_HK,0,7,0,16,7,0,0,0
20120418,zh_CN,0,13,0,41,13,0,0,0
20120418,vi_VN,0,1,0,5,1,0,0,0
20120418,unknown,0,0,0,11,0,0,0,0
20120418,uk_UA,0,2,0,5,2,0,0,0
20120418,tr_TR,0,27,0,74,25,0,0,0
20120418,th_TH,0,14,0,24,14,0,0,0
20120418,sv_SE,2,43,1,110,42,1,1,0
20120418,sv_GB,0,1,0,1,1,0,0,0
20120418,sr_RS,0,1,0,7,1,0,0,0
20120418,sr_CS,0,0,0,2,0,0,0,0
20120418,sl_SL,0,0,0,1,0,0,0,0
20120418,sl_SI,0,7,0,16,7,0,0,0
20120418,sk_SK,0,12,0,27,12,0,0,0
20120418,sk,0,0,0,1,0,0,0,0
20120418,ru_UA,0,3,0,10,3,0,0,0
20120418,ru_SK,0,1,0,1,1,0,0,0
20120418,ru_RU,1,112,1,327,111,2,2,0
20120418,ru_PL,0,1,0,1,1,0,0,0
20120418,ru_CZ,0,1,0,1,1,0,0,0
20120418,ru,0,1,0,3,1,0,0,0
20120418,ro_RO,0,9,0,33,9,1,1,0
20120418,pt_PT,1,29,1,56,29,0,0,0
20120418,pt_BR,3,124,3,329,121,1,1,0
20120418,pl_PL,1,56,0,159,54,1,1,0
20120418,pl_IE,0,1,0,1,1,0,0,0
20120418,pl_GB,0,1,0,1,1,0,0,0
20120418,no_NO,0,3,0,6,3,0,0,0
20120418,nl_NL,1,57,1,141,56,3,3,0
20120418,nl_FR,0,0,0,2,0,0,0,0
20120418,nl_BE,0,5,0,12,5,0,0,0
20120418,nl,0,0,0,1,0,0,0,0
20120418,nb_NO,0,24,0,48,23,0,0,0
20120418,ms_MY,0,0,0,1,0,0,0,0
20120418,mk_MK,0,0,0,1,0,0,0,0
20120418,md_US,0,2,0,15,2,0,0,0
20120418,lv_LV,0,2,0,8,2,0,0,0
20120418,lt_LT,0,1,0,6,1,0,0,0
20120418,ko_KR,1,37,1,109,36,2,2,0
20120418,ko,0,0,0,1,0,0,0,0
20120418,ja_JP,0,50,0,90,48,0,0,0
20120418,ja,0,1,0,1,1,0,0,0
20120418,iw_IL,0,6,0,13,6,0,0,0
20120418,it_IT,8,156,7,360,150,2,2,0
20120418,it_FR,0,1,0,1,1,0,0,0
20120418,it_DE,0,0,0,1,0,0,0,0
20120418,it_CH,0,1,0,1,1,0,0,0
20120418,is_IS,0,1,0,1,1,0,0,0
20120418,in_ID,0,4,0,12,4,0,0,0
20120418,id_ID,0,1,0,2,1,0,0,0
20120418,hu_HU,0,19,0,67,19,1,1,0
20120418,hr_HR,0,3,0,12,3,0,0,0
20120418,he_IL,0,12,0,23,12,0,0,0
20120418,hd_US,0,0,0,4,0,0,0,0
20120418,gl_ES,1,0,1,1,0,1,1,0
20120418,fr_NL,0,0,0,1,0,0,0,0
20120418,fr_LU,0,0,0,2,0,0,0,0
20120418,fr_IT,0,1,0,1,1,0,0,0
20120418,fr_FR,3,315,3,706,299,1,1,0
20120418,fr_CH,0,15,0,25,15,0,0,0
20120418,fr_CA,1,7,1,14,7,0,0,0
20120418,fr_BE,0,3,0,10,2,0,0,0
20120418,fi_FI,0,16,0,35,16,1,1,0
20120418,et_EE,0,3,0,5,3,0,0,0
20120418,es_VE,0,0,0,2,0,0,0,0
20120418,es_US,0,58,0,134,57,0,0,0
20120418,es_PE,0,0,0,1,0,0,0,0
20120418,es_MX,0,8,0,32,8,0,0,0
20120418,es_GT,0,0,0,1,0,0,0,0
20120418,es_ES,3,177,3,370,173,0,0,0
20120418,es_DE,0,1,0,1,1,0,0,0
20120418,es_CR,0,0,0,4,0,0,0,0
20120418,es_CO,0,1,0,5,1,0,0,0
20120418,es_CL,0,1,0,7,1,0,0,0
20120418,es_BO,0,0,0,1,0,0,0,0
20120418,es_AR,0,4,0,12,4,0,0,0
20120418,es,0,0,0,1,0,0,0,0
20120418,en_ZA,0,10,0,23,10,0,0,0
20120418,en_US,40,2074,38,5214,1991,21,21,0
20120418,en_TW,0,0,0,1,0,0,0,0
20120418,en_TR,0,2,0,2,2,0,0,0
20120418,en_TH,0,1,0,2,1,0,0,0
20120418,en_SK,0,1,0,2,1,0,0,0
20120418,en_SG,0,7,0,33,7,0,0,0
20120418,en_SE,0,2,0,3,2,0,0,0
20120418,en_RU,0,0,0,1,0,0,0,0
20120418,en_RO,0,0,0,5,0,0,0,0
20120418,en_QA,0,0,0,1,0,0,0,0
20120418,en_PL,0,2,0,2,2,0,0,0
20120418,en_PH,0,9,0,27,9,1,1,0
20120418,en_NZ,0,9,0,24,9,0,0,0
