# -------------------------------------------------------
# App: truesculpt.main, date: 20111116-20120505
# -------------------------------------------------------

date,device,daily_device_installs,active_device_installs,daily_user_installs,total_user_installs,active_user_installs,daily_device_uninstalls,daily_user_uninstalls,daily_device_upgrades
20120501,p990_262-xx,0,3,0,5,3,0,0,0
20120501,p990_262-02,0,1,0,2,1,0,0,0
20120501,p990_232-10,0,0,0,1,0,0,0,0
20120501,p990_214-01,0,1,0,1,1,0,0,0
20120501,LG Optimus 2X,0,16,0,46,15,0,0,0
20120501,p970,0,1,0,1,1,0,0,0
20120501,p925g,0,1,0,5,1,0,0,0
20120501,p925,0,12,0,33,12,0,0,0
20120501,p920,0,12,0,25,12,2,1,0
20120501,p745,0,0,0,2,0,0,0,0
20120501,p5wifi,0,0,0,1,0,0,0,0
20120501,p500,0,1,0,3,1,0,0,0
20120501,p4wifi,0,5,0,12,5,0,0,0
20120501,p4,0,1,0,1,1,0,0,0
20120501,Samsung Galaxy Tab 10.1,0,7,0,10,7,0,0,0
20120501,otter,0,0,0,7,0,0,0,0
20120501,one_touch_990_gsm,0,3,0,9,3,1,1,0
20120501,one_touch_990S_gsm,0,0,0,1,0,0,0,0
20120501,one_touch_990A_gsm,0,0,0,2,0,0,0,0
20120501,one_touch_918D_umts,0,0,0,1,0,0,0,0
20120501,omap4sdp,0,0,0,1,0,0,0,0
20120501,Motorola Atrix,0,42,0,109,37,0,0,0
20120501,npm702,0,0,0,6,0,0,0,0
20120501,npm701,0,0,0,1,0,0,0,0
20120501,Sony Tablet S,0,54,0,85,51,0,0,0
20120501,Foxconn Commtiva N700,0,1,0,1,1,0,0,0
20120501,mt73_w690_b63_pulid_original_v8,0,0,0,1,0,0,0,0
20120501,mt13_w698_i180_xunf_original_v7,0,0,0,1,0,0,0,0
20120501,msm7627a_sku3,0,0,0,1,0,0,0,0
20120501,msm7627_surf,0,2,0,7,2,0,0,0
20120501,msm7627_kb60,0,0,0,1,0,0,0,0
20120501,msm7627_ffa,0,1,0,5,1,0,0,0
20120501,msm7627_7x_surf,0,1,0,1,1,0,0,0
20120501,msm7230,0,2,0,9,2,0,0,0
20120501,moon,0,5,0,9,5,0,0,0
20120501,mione_plus,0,2,0,2,2,0,0,0
20120501,miler,0,0,0,2,0,0,0,0
20120501,mid,0,0,0,2,0,0,0,0
20120501,mi_350,0,0,0,1,0,0,0,0
20120501,mi410,0,0,0,1,0,0,0,0
20120501,mercury,0,0,0,10,0,0,0,0
20120501,HTC Thunderbolt,0,32,0,65,30,0,0,0
20120501,maya,0,3,0,8,3,0,0,0
20120501,HTC Wildfire S,0,0,0,12,0,0,0,0
20120501,HTC Wildfire S,1,15,1,131,15,2,2,0
20120501,Samsung Galaxy Nexus,1,60,1,106,59,2,2,0
20120501,m9,0,1,0,4,1,0,0,0
20120501,m801,1,6,1,21,6,0,0,0
20120501,m799ca,0,10,0,17,9,0,0,0
20120501,m7206,0,5,0,11,5,0,0,0
20120501,m702sa,0,0,0,1,0,0,0,0
20120501,m57te,0,0,0,1,0,0,0,0
20120501,m1ref,0,0,0,1,0,0,0,0
20120501,LG Optimus Big,0,0,0,1,0,0,0,0
20120501,LG Optimus One,0,0,0,1,0,0,0,0
20120501,lu3100,0,0,0,2,0,0,0,0
20120501,LG Optimus Mach,0,0,0,1,0,0,0,0
20120501,Acer Liquid,0,0,0,1,0,0,0,0
20120501,HTC Aria,0,3,0,11,3,0,0,0
20120501,LG Optimus Black,0,11,0,40,11,0,0,0
20120501,lgp930,0,1,0,2,1,0,0,0
20120501,lgl55c,0,3,0,11,3,0,0,0
20120501,lgl45c,0,1,0,5,1,0,0,0
20120501,lge_325_skt,0,0,0,1,0,0,0,0
20120501,LG myTouch Q,0,2,0,13,2,0,0,0
20120501,lgc729,0,4,0,10,4,0,0,0
20120501,lexikon,0,4,0,11,4,0,0,0
20120501,lephone_001w,0,1,0,1,1,0,0,0
20120501,leo,0,4,0,19,4,0,0,0
20120501,HTC Legend,0,6,0,24,6,0,0,0
20120501,LG Optimus Black,0,0,0,1,0,0,0,0
20120501,LG Optimus One,0,0,0,1,0,0,0,0
20120501,kingdom,0,7,0,25,7,0,0,0
20120501,Motorola Defy,0,0,0,1,0,0,0,0
20120501,jmasai,0,1,0,1,1,0,0,0
20120501,infuse4g,0,1,0,2,1,0,0,0
20120501,HTC Droid Incredible,0,22,0,69,20,0,0,0
20120501,icx1216,0,0,0,1,0,0,0,0
20120501,icong,0,1,0,1,1,0,0,0
20120501,LG Optimus LTE,0,1,0,5,1,0,0,0
20120501,i_skt,0,0,0,1,0,0,0,0
20120501,hwu8860,0,0,0,1,0,0,0,0
20120501,hwu8850,0,1,0,2,1,0,0,0
20120501,hwu8800Pro,0,0,0,1,0,0,0,0
20120501,hwu8800-51,0,1,0,5,1,0,0,0
20120501,hwu8800,0,1,0,3,1,0,0,0
20120501,hwu8652,0,1,0,3,1,0,0,0
20120501,Huawei U8650,0,3,0,15,3,0,0,0
20120501,Huawei U8510,0,5,0,11,5,0,0,0
20120501,hws7300u,0,5,0,9,5,0,0,0
20120501,hwm886,0,2,0,5,2,0,0,0
20120501,Huawei M865,0,3,0,27,3,0,0,0
20120501,hub,0,0,0,1,0,0,0,0
20120501,huaqin73_gb,0,0,0,1,0,0,0,0
20120501,holiday,1,11,1,18,11,1,1,0
20120501,harmony,0,2,0,21,1,0,0,0
20120501,hallon,0,0,0,1,0,0,0,0
20120501,griffin,0,0,0,18,0,0,0,0
20120501,HTC myTouch 4G,0,32,0,77,31,0,0,0
20120501,gio,0,1,0,4,1,0,0,0
20120501,gelatods_open-br,0,0,0,2,0,0,0,0
20120501,gelatods_cis-xxx,0,1,0,1,1,0,0,0
20120501,gelato_sea-xx,0,2,0,6,2,0,0,0
20120501,gelato_bal-xx,0,1,0,1,1,0,0,0
20120501,gelato_505-01,0,0,0,1,0,0,0,0
20120501,gelato_302-610,0,0,0,1,0,0,0,0
20120501,galaxytab,0,1,0,3,1,0,0,0
20120501,galaxysmtd,0,3,0,17,3,0,0,0
20120501,galaxys2,0,10,0,26,10,0,0,0
20120501,galaxynote,0,1,0,1,1,0,0,0
20120501,HTC Flyer,0,16,0,38,14,0,0,0
20120501,fleming,0,2,0,6,2,0,0,0
20120501,fb0,0,1,0,2,1,0,0,0
20120501,f11sky,0,0,0,1,0,0,0,0
20120501,f04ref,1,0,1,6,0,0,0,0
20120501,f02ref,0,0,0,3,0,0,0,0
20120501,expresskt,0,0,0,1,0,0,0,0
20120501,express,0,4,0,5,3,0,0,0
20120501,HTC myTouch 3G Slide,0,0,0,11,0,0,0,0
20120501,es209ra,0,0,0,2,0,0,0,0
20120501,epicmtd,0,1,0,1,1,0,0,0
20120501,envt2,0,0,0,2,0,0,0,0
20120501,endeavoru,0,7,0,9,5,1,1,0
20120501,encore,0,10,0,26,9,0,0,0
20120501,ef65l,0,1,0,1,1,0,0,0
20120501,Pantech EF35L,0,1,0,2,1,0,0,0
20120501,Pantech EF34K,0,1,0,3,1,0,0,0
20120501,Pantech EF33S,0,1,0,4,1,0,0,0
20120501,ef30s,0,1,0,1,1,0,0,0
20120501,Pantech Vega X,1,1,1,3,1,0,0,0
20120501,Pantech Mirach,0,0,0,1,0,0,0,0
20120501,edison,0,5,0,23,4,0,0,0
20120501,edenTABET-701,0,1,0,1,1,0,0,0
20120501,LG myTouch E739,0,7,0,14,7,0,0,0
20120501,Enspert Identity Tab E201,0,4,0,9,4,0,0,0
20120501,e1109_v73_gq1002_ctp,0,1,0,1,1,0,0,0
20120501,HTC myTouch 4G Slide,0,6,0,17,6,0,0,0
20120501,Motorola Droid X2,1,37,1,78,35,0,0,0
20120501,Samsung Nexus S,0,6,0,21,6,0,0,0
20120501,Samsung Nexus S,2,36,2,94,33,1,1,0
20120501,crane-n708h7,0,0,0,1,0,0,0,0
20120501,crane-n707h6,0,0,0,1,0,0,0,0
20120501,crane-m802h6,0,1,0,1,1,0,0,0
20120501,crane-h5,0,2,0,3,2,0,0,0
20120501,crane-evb-v13,0,4,0,6,4,0,0,0
20120501,crane-evb,0,17,0,22,16,0,0,0
20120501,crane-common,0,1,0,1,1,0,0,0
20120501,crane-bc1003,0,0,0,1,0,0,0,0
20120501,crane-aino-aurora,0,0,0,1,0,0,0,0
20120501,crane-aino,0,0,0,4,0,0,0,0
20120501,crane-a710,0,3,0,5,3,0,0,0
20120501,crane-Novo704FC_E2-SC3013,1,2,1,3,2,0,0,0
20120501,crane-Novo704FC_A1-SC3007,0,0,0,2,0,0,0,0
20120501,cosmo_VDF-XXX,0,1,0,1,1,0,0,0
20120501,cosmo_EUR-XXX,0,4,0,13,4,0,0,0
20120501,cosmo_450-05,0,0,0,1,0,0,0,0
20120501,cosmo_302-720,0,0,0,1,0,0,0,0
20120501,cooper,0,4,0,8,4,0,0,0
20120501,HTC Chacha,0,3,0,16,3,0,0,0
20120501,ch2,0,0,0,1,0,0,0,0
20120501,Motorola Droid Pro,0,3,0,4,3,0,0,0
20120501,Motorola Droid Bionic,0,35,0,66,35,1,1,0
20120501,Motorola Droid RAZR,0,39,0,73,39,0,0,0
20120501,Motorola Droid 3,0,20,0,40,20,0,0,0
20120501,Motorola Droid X,1,47,1,142,42,0,0,0
20120501,cdma_maserati,0,8,0,11,8,0,0,0
20120501,Motorola Droid II,0,9,0,26,9,1,1,0
20120501,Motorola Droid II,1,15,1,32,15,0,0,0
20120501,cayman,0,1,0,5,1,0,0,0
20120501,captivatemtd,0,2,0,4,2,0,0,0
20120501,camden,0,1,0,4,1,0,0,0
20120501,c4,0,0,0,2,0,0,0,0
20120501,LGE Bryce,0,7,0,17,7,0,0,0
20120501,HTC Desire,0,1,0,12,1,0,0,0
20120501,HTC Desire,1,42,0,162,41,0,0,0
20120501,bproj_EUR-XXX,0,1,0,4,1,0,0,0
20120501,bproj_CIS-xxx,0,0,0,1,0,0,0,0
20120501,bproj_BAL-xxx,0,0,0,1,0,0,0,0
20120501,bproj_334-020,0,1,0,2,1,0,0,0
20120501,bproj_262-XXX,0,2,0,3,2,0,0,0
20120501,bproj_226-10,0,0,0,1,0,0,0,0
20120501,bproj_214-03,0,0,0,2,0,0,0,0
20120501,blissc,0,0,0,6,0,0,0,0
20120501,bliss,0,2,0,3,2,0,0,0
20120501,Dell Blaze,0,0,0,24,0,1,1,0
20120501,blade2,0,0,0,3,0,0,0,0
20120501,ZTE Blade,0,8,0,37,8,0,0,0
20120501,bird73_gb,0,1,0,4,1,0,0,0
20120501,betelgeuse,0,2,0,2,2,0,0,0
20120501,b602ref,0,0,0,1,0,0,0,0
20120501,b10ref,0,0,0,1,0,0,0,0
20120501,b04ref,0,0,0,1,0,0,0,0
20120501,b02ref,0,0,0,1,0,0,0,0
20120501,b01ref,0,0,0,8,0,0,0,0
20120501,Pantech AT1,0,1,0,3,1,0,0,0
20120501,as680,0,0,0,1,0,0,0,0
20120501,arthur,0,5,0,11,5,0,0,0
20120501,Samsung Galaxy A,0,0,0,1,0,0,0,0
20120501,alohag,0,0,0,2,0,0,0,0
20120501,LG Ally,0,3,0,16,3,1,1,0
20120501,alessi,0,0,0,2,0,0,0,0
20120501,adam,0,0,0,1,0,0,0,0
20120501,HTC Desire HD,1,143,1,359,137,3,3,0
20120501,acclaim,0,0,0,1,0,0,0,0
20120501,a853,0,0,0,1,0,0,0,0
20120501,a65cu,0,0,0,1,0,0,0,0
20120501,a60id_tel,0,0,0,1,0,0,0,0
20120501,a500,0,0,0,1,0,0,0,0
20120501,Garmin-Asus Nuvifone,0,0,0,1,0,0,0,0
20120501,a4,0,2,0,6,1,0,0,0
20120501,a10,0,0,0,2,0,0,0,0
20120501,Acer Liquid,0,1,0,4,1,1,1,0
20120501,YP-GS1,0,1,0,5,1,0,0,0
20120501,Samsung Galaxy Player,0,1,0,2,1,0,0,0
20120501,Samsung Galaxy Player,0,1,0,0,0,0,0,0
20120501,Samsung Galaxy Player,0,20,0,51,20,0,0,0
20120501,Samsung YP-G50(Non telephony),0,0,0,2,0,0,0,0
20120501,Samsung Galaxy Player,0,12,0,21,12,0,0,0
20120501,Xperia,0,0,0,1,0,0,0,0
20120501,XT531,0,0,0,1,0,0,0,0
20120501,XT530,0,2,0,2,2,0,0,0
20120501,XT502,0,0,0,2,0,0,0,0
20120501,X8,0,1,0,7,1,0,0,0
20120501,ZTE X500,0,5,0,43,5,0,0,0
20120501,SEMC Xperia X10,1,18,1,50,18,1,1,0
20120501,SEMC Xperia X10,0,1,0,10,1,0,0,0
20120501,X10,0,0,0,1,0,0,0,0
20120501,SEMC Xperia Live,0,10,0,26,10,0,0,0
20120501,WT19a,0,0,0,2,0,0,0,0
20120501,W851,0,2,0,2,2,0,0,0
20120501,ViewPad97a,0,0,0,1,0,0,0,0
20120501,Vizio VTAB1008,0,32,0,68,31,0,0,0
20120501,VS920,0,3,0,9,3,0,0,0
20120501,LG Gelato,0,2,0,16,2,0,0,0
20120501,VM701,1,4,1,9,4,0,0,0
20120501,V71A,0,0,0,1,0,0,0,0
20120501,V55,0,0,0,1,0,0,0,0
20120501,V11A,1,3,1,3,3,0,0,0
20120501,SEMC Xperia X10 Mini Pro,0,0,0,2,0,0,0,0
20120501,Triumph,0,11,0,22,11,0,0,0
20120501,TabletPC,0,1,0,1,1,0,0,0
20120501,Tablet,0,2,0,1,0,0,0,0
20120501,TR810,0,0,0,1,0,0,0,0
20120501,TR719,0,0,0,1,0,0,0,0
20120501,TF300T,0,1,0,2,1,0,0,0
20120501,TF201,0,104,0,138,98,0,0,0
20120501,TF101G,0,12,0,22,12,0,0,0
20120501,Asus EeePad Transformer TF101,2,252,2,397,237,0,0,0
20120501,T1001,0,0,0,1,0,0,0,0
20120501,SuoaiY,0,1,0,1,1,0,0,0
20120501,SonyEricssonE15a,0,0,0,1,0,0,0,0
20120501,STTab,0,0,0,2,0,0,0,0
20120501,STM803HC,0,8,0,10,8,0,0,0
20120501,STM722HZ,0,2,0,2,2,0,0,0
20120501,STM722HCZ,0,1,0,1,1,0,0,0
20120501,SEMC Xperia Ray,1,15,1,43,15,0,0,0
20120501,ST18a,0,1,0,1,1,0,0,0
20120501,ST17i,1,3,1,8,3,0,0,0
20120501,SEMC Xperia Mini,0,5,0,17,5,0,0,0
20120501,Samsung Galaxy Tab,0,12,0,21,12,0,0,0
20120501,SPH-M930BST,0,0,0,3,0,0,0,0
20120501,SPH-M930,0,0,0,3,0,0,0,0
20120501,Samsung Transform(M920),0,1,0,3,1,0,0,0
20120501,Samsung VinsQ(M910),0,3,0,24,2,0,0,0
20120501,Samsung Moment,0,0,0,7,0,0,0,0
20120501,Samsung Galaxy Prevail,0,5,0,47,5,0,0,0
20120501,Samsung Galaxy S2,0,35,0,71,35,0,0,0
20120501,Samsung Galaxy S,1,19,1,58,18,0,0,0
20120501,SPH-D600,0,6,0,20,6,0,0,0
20120501,SO-03C,0,1,0,1,1,0,0,0
20120501,SO-02D,0,1,0,2,1,0,0,0
20120501,SEMC Xperia Arc,0,1,0,4,1,0,0,0
20120501,SEMC Xperia X10,0,0,0,1,0,0,0,0
20120501,SMARTPAD810C,0,0,0,2,0,0,0,0
20120501,Asus EeePad Slider SL101,0,16,0,24,16,0,0,0
20120501,SEMC Xperia Mini Pro,0,18,0,42,18,0,0,0
20120501,SK17a,0,2,0,7,2,0,0,0
20120501,Sharp INFOBAR A01,0,1,0,1,1,0,0,0
20120501,Samsung Galaxy Tab 10.1,0,1,0,2,1,0,0,0
20120501,Samsung Galaxy Tab 10.1,0,1,0,1,1,0,0,0
20120501,Samsung Galaxy Tab 10.1,0,1,0,1,1,0,0,0
20120501,Samsung Galaxy S2,0,3,0,12,3,0,0,0
20120501,Samsung Galaxy S2,1,2,1,6,2,0,0,0
20120501,Samsung Galaxy S2,0,1,0,7,1,0,0,0
20120501,Samsung Galaxy Neo,0,0,0,1,0,0,0,0
20120501,Samsung Galaxy S,0,1,0,1,1,0,0,0
20120501,Samsung Galaxy Tab,0,2,0,3,2,0,0,0
20120501,Samsung Galaxy Tab,0,1,0,3,1,0,0,0
20120501,Samsung Galaxy Tab,0,0,0,1,0,0,0,0
20120501,Samsung Galaxy S,0,0,0,1,0,0,0,0
20120501,Samsung Galaxy S,0,3,0,6,3,0,0,0
20120501,Samsung Galaxy Note,0,3,0,6,3,0,0,0
20120501,Samsung Galaxy Note,0,1,0,3,1,0,0,0
20120501,Samsung Galaxy Note,0,7,0,9,6,0,0,0
20120501,SHV-E150S,0,0,0,1,0,0,0,0
20120501,SHV-E140L,0,1,0,1,1,0,0,0
20120501,SHV-E120S,0,1,0,2,1,0,0,0
20120501,Samsung SHV-E120L,0,1,0,5,1,0,0,0
20120501,SHV-E120K,0,0,0,1,0,0,0,0
20120501,SHI12,0,1,0,1,1,0,0,0
20120501,Sharp IS05,0,2,0,3,2,0,0,0
20120501,Sharp IS03,0,4,0,7,4,0,0,0
20120501,SH13C,0,1,0,2,1,0,0,0
20120501,Sharp Aquos,0,2,0,3,2,0,0,0
20120501,Sharp Lynx 3D SH-03C,0,1,0,1,1,0,0,0
20120501,SGH-T989D,0,0,0,3,0,0,0,0
20120501,Samsung Galaxy S2,0,27,0,68,26,1,1,0
20120501,Samsung Galaxy S,0,27,0,63,27,0,0,0
20120501,SGH-T959P,0,1,0,1,1,0,0,0
20120501,SGH-T959D,0,3,0,5,3,0,0,0
20120501,Samsung Galaxy S,1,8,1,43,8,0,0,0
20120501,SGH-T859,0,2,0,4,2,0,0,0
20120501,Samsung Galaxy Tab,0,6,0,13,6,0,0,0
20120501,Samsung Sidekick 4G,0,7,0,20,7,0,0,0
20120501,SGH-T769,0,2,0,3,2,0,0,0
20120501,Samsung Exhibit 4G,0,4,0,11,3,0,0,0
20120501,Samsung Exhibit 2 4G,1,14,1,40,14,0,0,0
20120501,SGH-T589R,0,0,0,2,0,0,0,0
20120501,Samsung Gravity Smart,0,3,0,19,3,0,0,0
20120501,SGH-I997R,0,5,0,8,5,0,0,0
20120501,Samsung Infuse 4G,0,29,0,80,29,0,0,0
20120501,SGH-I987,0,1,0,2,1,0,0,0
20120501,Samsung Galaxy Tab 10.1,0,2,0,3,2,0,0,0
20120501,SGH-I927R,0,0,0,1,0,0,0,0
20120501,SGH-I927,0,1,0,4,1,0,0,0
20120501,SGH-I9000,0,1,0,1,1,0,0,0
20120501,Samsung Galaxy S,1,33,1,75,32,0,0,0
20120501,SGH-I896,0,5,0,9,5,0,0,0
20120501,SGH-I857,0,0,0,3,0,0,0,0
20120501,SGH-I777,0,20,0,36,20,0,0,0
20120501,SGH-I727R,0,2,0,5,2,0,0,0
20120501,SGH-I727,0,8,0,23,8,0,0,0
20120501,Samsung Galaxy Note,0,3,0,3,3,0,0,0
20120501,Samsung Galaxy Note,0,0,0,1,0,0,0,0
20120501,Samsung Galaxy Note,0,2,0,3,2,0,0,0
20120501,Samsung Galaxy Note,0,9,0,20,9,0,0,0
20120501,SCP-8600,0,0,0,1,0,0,0,0
20120501,SCH-R920,1,3,1,7,3,1,1,0
20120501,SCH-R915,0,3,0,4,3,0,0,0
20120501,Samsung Galaxy S,0,1,0,7,1,0,0,0
20120501,Samsung Acclaim,0,2,0,3,2,0,0,0
20120501,SCH-R730,0,1,0,4,1,0,0,0
20120501,Samsung Admire,0,11,0,69,10,0,0,0
20120501,SCH-R680,0,0,0,3,0,0,0,0
20120501,Samsung Galaxy Precedent,0,3,0,32,3,0,0,0
20120501,Samsung Galaxy Tab 10.1,0,1,0,3,1,0,0,0
20120501,Samsung Galaxy Tab,0,18,0,43,18,0,0,0
20120501,Samsung Droid Charge,0,16,0,32,15,0,0,0
20120501,Samsung Galaxy S,1,30,1,99,30,1,1,0
20120501,Samsung Stratosphere,0,13,0,36,12,0,0,0
20120501,Samsung Galaxy S,0,8,0,18,8,0,0,0
20120501,SCH-I110,0,0,0,5,0,0,0,0
20120501,Samsung Gem,0,0,0,8,0,0,0,0
20120501,SC-05D,0,2,0,2,2,0,0,0
20120501,SC-03D,0,2,0,3,2,0,0,0
20120501,Samsung Galaxy S2,0,3,0,8,2,0,0,0
20120501,Samsung Galaxy S,0,7,0,11,7,0,0,0
20120501,Samsung Galaxy Tab,0,1,0,1,1,0,0,0
20120501,SBM007SH,0,1,0,2,1,0,0,0
20120501,Sharp Galapagos,0,1,0,3,1,0,0,0
20120501,R800x,1,10,1,36,10,0,0,0
20120501,SEMC Xperia Play,0,15,0,62,15,0,0,0
20120501,R800at,0,5,0,23,5,0,0,0
20120501,R800a,0,5,0,17,5,0,0,0
20120501,Philips_GGC3,0,1,0,4,1,0,0,0
20120501,PMP5080B,0,2,0,2,2,0,0,0
20120501,PLAYTAB2PRO,0,1,0,1,1,0,0,0
20120501,P7901UC,0,0,0,1,0,0,0,0
20120501,NXM726HN_HASTINGS,0,0,0,1,0,0,0,0
20120501,NEC MEDIAS N-06C,0,0,0,1,0,0,0,0
20120501,NEC MEDIAS N-04C,0,1,0,2,1,0,0,0
20120501,Mediacom810c,0,0,0,2,0,0,0,0
20120501,MaxBravo,0,0,0,1,0,0,0,0
20120501,MW0812,0,0,0,4,0,0,0,0
20120501,SEMC Xperia Neo,0,10,0,28,10,0,0,0
20120501,MT15a,0,0,0,3,0,0,0,0
20120501,SEMC Xperia Neo V,1,14,1,50,13,1,1,0
20120501,MT11a,0,1,0,2,1,0,0,0
20120501,MS910,0,2,0,9,2,0,0,0
20120501,MS-N7Y1,0,1,0,1,1,0,0,0
20120501,MS-N0Y1,0,0,0,1,0,0,0,0
20120501,MK16i,0,2,0,5,2,0,0,0
20120501,MD_LIFETAB_P9516,0,2,0,3,2,0,0,0
20120501,Kyocera Echo,0,2,0,8,1,0,0,0
20120501,M9,0,0,0,1,0,0,0,0
20120501,M701,0,1,0,1,1,0,0,0
20120501,M009F,0,2,0,3,2,0,0,0
20120501,LePanII_wifi,0,1,0,3,1,0,0,0
20120501,LTNA7,0,0,0,1,0,0,0,0
20120501,LT26i,1,9,1,12,9,0,0,0
20120501,SEMC Xperia Arc S,0,21,0,51,21,0,0,0
20120501,LT18a,0,1,0,1,1,0,0,0
20120501,SEMC Xperia Arc,0,21,0,62,20,1,1,0
20120501,LT15a,0,1,0,8,1,0,0,0
20120501,LS855,0,1,0,14,1,1,1,0
20120501,LIFETAB_P9514,0,7,0,10,7,0,0,0
20120501,LG855,0,0,0,1,0,0,0,0
20120501,KYI11,0,1,0,1,1,0,0,0
20120501,Lenovo K1,0,13,0,27,13,0,0,0
20120501,Lenovo Indigo,0,30,0,44,29,0,0,0
20120501,ISW11SC,0,1,0,1,1,0,0,0
20120501,SEMC Experia Acro,0,0,0,2,0,0,0,0
20120501,IS11CA,0,1,0,2,1,0,0,0
20120501,IMAPX210,0,0,0,1,0,0,0,0
20120501,HTC,0,0,0,1,0,0,0,0
20120501,Motorola XOOM,0,4,0,9,4,0,0,0
20120501,GT-i9020,0,0,0,1,0,0,0,0
20120501,GT-S7500,0,1,0,1,1,0,0,0
20120501,GT-S5830i,0,2,0,6,2,0,0,0
20120501,GT-S5830T,1,1,1,4,1,1,1,0
20120501,GT-S5830M,0,0,0,1,0,0,0,0
20120501,Samsung Galaxy Ace,0,9,0,36,9,0,0,0
20120501,GT-S5830D,0,3,0,15,3,0,0,0
20120501,GT-S5830C,0,0,0,1,0,1,1,0
20120501,GT-S5830B,1,3,1,19,3,1,1,0
20120501,Samsung Galaxy Ace,0,47,0,267,46,2,2,0
20120501,GT-S5690,0,1,0,3,1,0,0,0
20120501,GT-S5660V,0,3,0,4,3,0,0,0
20120501,GT-S5660M,0,2,0,4,2,0,0,0
20120501,GT-S5660L,0,0,0,2,0,0,0,0
20120501,Samsung Galaxy Gio,0,15,0,81,15,0,0,0
20120501,GT-P7511,0,0,0,2,0,0,0,0
20120501,Samsung Galaxy Tab 10.1,0,144,0,251,132,0,0,0
20120501,GT-P7501,0,4,0,7,4,0,0,0
20120501,GT-P7500R,0,7,0,12,7,0,0,0
20120501,GT-P7500M,0,1,0,1,1,0,0,0
20120501,GT-P7500D,0,1,0,1,1,0,0,0
20120501,Samsung Galaxy Tab 10.1,2,105,2,177,103,1,1,0
20120501,GT-P7320T,0,1,0,1,1,0,0,0
20120501,Samsung Galaxy Tab 10.1,0,16,0,24,16,0,0,0
20120501,GT-P7300B,0,1,0,2,1,0,0,0
20120501,Samsung Galaxy Tab 10.1,0,22,0,31,22,0,0,0
20120501,GT-P6810,0,2,0,1,1,0,0,0
20120501,GT-P6800,0,5,0,13,5,0,0,0
20120501,GT-P6210,0,13,0,20,12,0,0,0
20120501,GT-P6200L,0,3,0,3,3,0,0,0
20120501,GT-P6200,0,14,0,25,13,0,0,0
20120501,Samsung Galaxy Tab,0,19,0,47,19,0,0,0
20120501,Samsung Galaxy Tab,0,2,0,2,2,0,0,0
20120501,Samsung Galaxy Tab,0,1,0,1,1,0,0,0
20120501,Samsung Galaxy Tab,0,2,0,6,2,0,0,0
20120501,Samsung Galaxy Tab,0,1,0,1,1,0,0,0
20120501,Samsung Galaxy Tab,0,7,0,18,6,0,0,0
20120501,Samsung Galaxy Tab,1,75,1,151,73,0,0,0
20120501,Samsung Galaxy Note,0,0,0,1,0,0,0,0
20120501,Samsung Galaxy Note,2,222,2,404,217,4,3,0
20120501,GT-I9210,0,1,0,1,1,0,0,0
20120501,Samsung Galaxy S2,0,0,0,8,0,0,0,0
20120501,Samsung Galaxy S2,0,22,0,35,22,0,0,0
20120501,GT-I9100P,0,13,0,25,13,0,0,0
20120501,GT-I9100M,0,10,0,14,8,0,0,0
20120501,GT-I9100G,1,10,1,24,10,1,1,0
20120501,Samsung Galaxy S2,8,460,8,1005,452,5,5,0
20120501,Samsung Galaxy S,0,2,0,6,2,0,0,0
20120501,Samsung Galaxy S,1,16,0,55,15,1,1,0
20120501,Samsung Galaxy S Plus,0,45,0,108,44,0,0,0
20120501,Samsung Galaxy S,0,0,0,5,0,0,0,0
20120501,Samsung Galaxy S,0,5,0,10,5,0,0,0
20120501,Samsung Galaxy S,0,9,0,41,9,0,0,0
20120501,Samsung Galaxy S,0,147,0,336,137,0,0,0
20120501,GT-I8150B,0,1,0,2,1,0,0,0
20120501,Samsung Galaxy W,0,8,0,34,8,0,0,0
20120501,Samsung Galaxy 3,0,0,0,5,0,0,0,0
20120501,GT-I5800D,0,0,0,2,0,0,0,0
20120501,Samsung Galaxy 3,0,4,0,40,4,0,0,0
20120501,GT-I5700L,1,0,1,2,0,1,1,0
20120501,Samsung Galaxy Spica,0,2,0,5,2,0,0,0
20120501,GT-I5510T,0,0,0,2,0,0,0,0
20120501,GT-I5510M,0,1,0,3,1,0,0,0
20120501,Samsung Europa ,0,0,0,1,0,0,0,0
20120501,Samsung Europa ,0,1,0,14,1,0,0,0
20120501,Samsung Europa ,0,0,0,1,0,0,0,0
20120501,Samsung Europa ,0,0,0,1,0,0,0,0
20120501,FJI11,0,1,0,1,1,0,0,0
20120501,Asus Eee Pad,0,2,0,6,2,0,0,0
20120501,EP5A_wifi,0,1,0,1,1,0,0,0
20120501,EP10_wifi,0,1,0,1,1,0,0,0
20120501,E16i,0,1,0,11,1,0,0,0
20120501,SEMC Xperia X8,1,2,1,81,2,1,1,0
20120501,SEMC Xperia X8,1,0,1,21,0,1,1,0
20120501,SEMC Xperia X10 Mini,0,0,0,1,0,0,0,0
20120501,Duke3G,0,1,0,1,1,0,0,0
20120501,DGM912HC,0,1,0,1,1,0,0,0
20120501,DESIRE HD,0,0,0,1,0,0,0,0
20120501,DATAM803HC,0,0,0,3,0,0,0,0
20120501,D01E,0,12,0,23,12,0,0,0
20120501,Casio Casio G'zOne Commando,0,5,0,11,5,1,1,0
20120501,C6,0,1,0,3,1,0,0,0
20120501,C4R,0,0,0,3,0,0,0,0
20120501,Boston,0,0,0,3,0,0,0,0
