# -------------------------------------------------------
# App: truesculpt.main, date: 20111116-20120505
# -------------------------------------------------------

date,os_version,daily_device_installs,active_device_installs,daily_user_installs,total_user_installs,active_user_installs,daily_device_uninstalls,daily_user_uninstalls,daily_device_upgrades
20120324,Android 2.3.3+,39,1849,36,4567,1793,30,29,0
20120324,0,15,826,14,1657,799,14,14,0
20120323,Android 2.3,1,51,1,132,48,1,1,0
20120323,Android 2.2,9,465,9,1507,457,10,10,0
20120323,Android 2.1,1,33,1,261,32,2,2,0
20120323,Android 1.6,0,0,0,1,0,0,0,0
20120323,Android 4.0.3 - 4.0.4,8,373,6,572,358,3,2,0
20120323,Android 4.0 - 4.0.2,0,75,0,124,74,0,0,0
20120323,Android 3.2,6,269,6,423,256,2,2,0
20120323,Android 3.1,1,202,1,341,196,0,0,0
20120323,Android 3.0,0,22,0,37,22,0,0,0
20120323,Android 2.3.3+,32,1840,30,4534,1786,32,32,0
20120323,0,9,828,7,1645,802,4,4,0
20120322,Android 2.3,1,53,1,131,49,1,1,0
20120322,Android 2.2,9,467,9,1498,459,7,7,0
20120322,Android 2.1,1,34,1,261,33,1,1,0
20120322,Android 1.6,0,0,0,1,0,0,0,0
20120322,Android 4.0.3 - 4.0.4,6,361,4,555,345,2,1,0
20120322,Android 4.0 - 4.0.2,2,76,2,124,75,1,1,0
20120322,Android 3.2,6,264,5,417,251,1,1,0
20120322,Android 3.1,6,201,6,340,195,3,3,0
20120322,Android 3.0,0,22,0,37,22,0,0,0
20120322,Android 2.3.3+,22,1841,21,4508,1789,22,22,0
20120322,0,12,823,10,1637,797,5,4,0
20120321,Android 2.3,0,54,0,132,50,1,1,0
20120321,Android 2.2,9,468,9,1491,461,3,3,0
20120321,Android 2.1,3,34,3,259,33,2,2,0
20120321,Android 1.6,0,0,0,2,0,0,0,0
20120321,Android 4.0.3 - 4.0.4,6,352,3,543,334,3,3,0
20120321,Android 4.0 - 4.0.2,1,75,1,122,74,0,0,0
20120321,Android 3.2,1,256,1,410,243,3,2,0
20120321,Android 3.1,3,199,3,335,193,2,2,0
20120321,Android 3.0,0,22,0,37,22,0,0,0
20120321,Android 2.3.3+,22,1843,19,4487,1792,19,17,0
20120321,0,17,822,15,1629,796,12,11,0
20120320,Android 2.3,0,56,0,133,52,1,1,0
20120320,Android 2.2,4,461,4,1485,454,9,9,0
20120320,Android 2.1,0,33,0,257,32,1,1,0
20120320,Android 1.6,0,0,0,2,0,0,0,0
20120320,Android 4.0.3 - 4.0.4,9,350,6,533,334,2,1,0
20120320,Android 4.0 - 4.0.2,3,76,3,120,74,1,1,0
20120320,Android 3.2,4,259,4,411,245,4,4,0
20120320,Android 3.1,1,198,1,332,192,2,2,0
20120320,Android 3.0,0,22,0,37,22,0,0,0
20120320,Android 2.3.3+,25,1841,23,4465,1791,21,20,0
20120320,0,14,820,14,1615,794,10,9,0
20120319,Android 2.3,0,56,0,133,52,1,1,0
20120319,Android 2.2,10,467,10,1480,460,9,8,0
20120319,Android 2.1,3,34,3,258,33,1,1,0
20120319,Android 1.6,0,0,0,1,0,0,0,0
20120319,Android 4.0.3 - 4.0.4,10,341,6,513,325,2,1,0
20120319,Android 4.0 - 4.0.2,3,74,2,117,72,2,2,0
20120319,Android 3.2,1,257,1,408,244,2,2,0
20120319,Android 3.1,4,199,4,331,193,2,2,0
20120319,Android 3.0,0,22,0,37,22,0,0,0
20120319,Android 2.3.3+,28,1839,28,4445,1788,18,18,0
20120319,0,22,820,19,1609,795,4,4,0
20120318,Android 2.3,2,56,1,134,52,1,1,0
20120318,Android 2.2,14,464,14,1469,456,9,9,0
20120318,Android 2.1,3,32,3,254,31,2,2,0
20120318,Android 1.6,0,0,0,2,0,0,0,0
20120318,Android 4.0.3 - 4.0.4,7,333,5,498,318,1,0,0
20120318,Android 4.0 - 4.0.2,1,74,1,115,72,1,1,0
20120318,Android 3.2,8,256,8,405,242,5,5,0
20120318,Android 3.1,1,198,1,328,192,1,1,0
20120318,Android 3.0,1,22,0,37,22,0,0,0
20120318,Android 2.3.3+,25,1837,24,4420,1787,26,26,0
20120318,0,20,808,19,1592,784,13,13,0
20120317,Android 2.3,0,54,0,133,50,0,0,0
20120317,Android 2.2,5,462,4,1454,455,10,10,0
20120317,Android 2.1,3,31,3,252,30,3,3,0
20120317,Android 1.6,0,0,0,2,0,0,0,0
20120317,Android 4.0.3 - 4.0.4,7,321,4,483,306,4,3,0
20120317,Android 4.0 - 4.0.2,3,74,3,114,72,0,0,0
20120317,Android 3.2,7,253,7,397,239,2,2,0
20120317,Android 3.1,1,200,1,328,194,1,1,0
20120317,Android 3.0,0,21,0,36,21,0,0,0
20120317,Android 2.3.3+,31,1848,30,4402,1798,36,35,0
20120317,0,24,805,18,1573,779,12,11,0
20120316,Android 2.3,1,58,1,135,55,2,2,0
20120316,Android 2.2,10,468,10,1449,461,8,8,0
20120316,Android 2.1,3,31,3,249,30,0,0,0
20120316,Android 1.6,0,0,0,2,0,0,0,0
20120316,Android 4.0.3 - 4.0.4,9,312,7,467,299,4,3,0
20120316,Android 4.0 - 4.0.2,0,71,0,111,69,0,0,0
20120316,Android 3.2,4,247,3,390,233,0,0,0
20120316,Android 3.1,5,200,5,328,194,2,2,0
20120316,Android 3.0,0,21,0,36,21,1,1,0
20120316,Android 2.3.3+,41,1864,38,4379,1813,26,25,0
20120316,0,17,801,12,1556,775,2,1,0
20120315,Android 2.3,0,59,0,138,58,1,1,0
20120315,Android 2.2,11,469,11,1439,458,4,4,0
20120315,Android 2.1,2,29,2,249,28,1,1,0
20120315,Android 1.6,0,0,0,2,0,0,0,0
20120315,Android 4.0.3 - 4.0.4,5,303,3,443,283,0,0,0
20120315,Android 4.0 - 4.0.2,3,71,2,112,69,0,0,0
20120315,Android 3.2,7,245,5,387,228,2,2,0
20120315,Android 3.1,7,195,7,324,190,2,2,0
20120315,Android 3.0,3,22,3,36,22,0,0,0
20120315,Android 2.3.3+,41,1845,40,4338,1788,22,21,0
20120315,0,12,795,12,1547,768,6,6,0
20120314,Android 2.3,1,60,1,138,59,0,0,0
20120314,Android 2.2,10,466,10,1430,455,8,8,0
20120314,Android 2.1,0,28,0,247,27,1,1,0
20120314,Android 1.6,0,0,0,2,0,0,0,0
20120314,Android 4.0.3 - 4.0.4,7,297,6,436,276,0,0,0
20120314,Android 4.0 - 4.0.2,2,70,2,110,68,1,1,0
20120314,Android 3.2,8,246,7,381,229,3,3,0
20120314,Android 3.1,3,194,3,321,189,1,1,0
20120314,Android 3.0,1,20,1,34,20,0,0,0
20120314,Android 2.3.3+,34,1834,34,4306,1779,29,29,0
20120314,0,14,792,13,1537,765,5,5,0
20120313,Android 2.3,0,62,0,139,61,0,0,0
20120313,Android 2.2,10,464,10,1421,453,11,11,0
20120313,Android 2.1,3,30,3,247,29,2,2,0
20120313,Android 1.6,0,0,0,2,0,0,0,0
20120313,Android 4.0.3 - 4.0.4,6,289,4,422,268,2,2,0
20120313,Android 4.0 - 4.0.2,2,69,2,108,67,1,1,0
20120313,Android 3.2,12,241,11,374,224,2,2,0
20120313,Android 3.1,4,196,4,320,191,0,0,0
20120313,Android 3.0,1,20,1,35,20,0,0,0
20120313,Android 2.3.3+,36,1830,34,4276,1777,23,23,0
20120313,0,18,782,14,1525,756,7,7,0
20120312,Android 2.3,0,62,0,139,61,0,0,0
20120312,Android 2.2,15,467,15,1412,456,11,11,0
20120312,Android 2.1,2,30,2,245,29,1,1,0
20120312,Android 1.6,0,0,0,1,0,0,0,0
20120312,Android 4.0.3 - 4.0.4,7,271,5,393,247,2,1,0
20120312,Android 4.0 - 4.0.2,3,69,3,109,68,2,2,0
20120312,Android 3.2,10,233,9,367,218,4,4,0
20120312,Android 3.1,4,193,4,318,188,1,1,0
20120312,Android 3.0,2,20,2,35,20,0,0,0
20120312,Android 2.3.3+,32,1823,32,4258,1771,23,23,0
20120312,0,13,774,11,1511,749,8,8,0
20120311,Android 2.3,0,62,0,139,61,0,0,0
20120311,Android 2.2,12,463,12,1397,451,11,11,0
20120311,Android 2.1,2,29,2,242,28,3,3,0
20120311,Android 1.6,0,0,0,1,0,0,0,0
20120311,Android 4.0.3 - 4.0.4,6,267,3,387,244,0,0,0
20120311,Android 4.0 - 4.0.2,1,70,1,107,69,0,0,0
20120311,Android 3.2,6,229,6,359,215,2,2,0
20120311,Android 3.1,6,193,6,317,188,1,1,0
20120311,Android 3.0,1,19,1,34,18,1,1,0
20120311,Android 2.3.3+,33,1824,33,4231,1772,23,22,1
20120311,0,16,773,15,1493,748,9,9,0
20120310,Android 2.3,0,59,0,138,58,3,3,0
20120310,Android 2.2,11,464,11,1384,452,9,9,0
20120310,Android 2.1,2,30,2,243,29,2,2,0
20120310,Android 4.0.3 - 4.0.4,6,262,5,380,241,0,0,0
20120310,Android 4.0 - 4.0.2,0,70,0,106,69,0,0,0
20120310,Android 3.2,2,226,2,355,211,1,1,0
20120310,Android 3.1,4,194,4,315,189,0,0,0
20120310,Android 3.0,2,20,1,34,19,1,1,0
20120310,Android 2.3.3+,41,1815,41,4200,1763,28,28,0
20120310,0,27,772,25,1479,748,11,9,0
20120309,Android 2.3,0,60,0,138,59,1,1,0
20120309,Android 2.2,13,463,12,1373,452,6,6,0
20120309,Android 2.1,3,30,3,240,29,2,2,0
20120309,Android 1.6,0,0,0,1,0,0,0,0
20120309,Android 4.0.3 - 4.0.4,5,254,3,369,233,2,2,0
20120309,Android 4.0 - 4.0.2,2,70,2,106,69,0,0,0
20120309,Android 3.2,5,225,4,356,210,2,2,0
20120309,Android 3.1,7,192,7,313,187,2,2,0
20120309,Android 3.0,1,20,1,34,20,0,0,0
20120309,Android 2.3.3+,39,1813,39,4163,1762,27,27,0
20120309,0,9,757,9,1454,732,8,8,0
20120308,Android 2.3,3,60,3,138,59,2,2,0
20120308,Android 2.2,12,460,12,1360,449,7,7,0
20120308,Android 2.1,2,29,2,237,28,1,1,0
20120308,Android 1.6,0,0,0,1,0,0,0,0
20120308,Android 4.0.3 - 4.0.4,2,251,2,362,230,2,2,0
20120308,Android 4.0 - 4.0.2,0,69,0,106,68,1,1,0
20120308,Android 3.2,4,225,4,355,211,1,0,0
20120308,Android 3.1,3,187,3,306,182,1,1,0
20120308,Android 3.0,1,20,1,34,20,0,0,0
20120308,Android 2.3.3+,46,1810,45,4127,1758,25,25,0
20120308,0,15,757,15,1445,733,5,5,0
20120307,Android 2.3,0,60,0,136,59,0,0,0
20120307,Android 2.2,14,456,14,1347,445,10,10,0
20120307,Android 2.1,2,28,2,235,27,0,0,0
20120307,Android 1.6,0,0,0,1,0,0,0,0
20120307,Android 4.0.3 - 4.0.4,5,251,3,357,230,0,0,0
20120307,Android 4.0 - 4.0.2,1,70,1,105,68,1,1,0
20120307,Android 3.2,7,225,7,353,211,3,3,0
20120307,Android 3.1,5,185,5,304,180,1,1,0
20120307,Android 3.0,1,20,1,34,20,0,0,0
20120307,Android 2.3.3+,35,1800,34,4085,1747,18,17,0
20120307,0,18,745,18,1430,722,4,4,0
20120306,Android 2.3,1,60,1,136,59,1,1,0
20120306,Android 2.2,15,452,15,1333,441,8,8,0
20120306,Android 2.1,1,26,1,234,25,1,1,0
20120306,Android 1.6,0,0,0,1,0,0,0,0
20120306,Android 4.0.3 - 4.0.4,4,246,4,352,228,0,0,0
20120306,Android 4.0 - 4.0.2,1,72,1,106,70,0,0,0
20120306,Android 3.2,5,219,3,344,205,1,0,0
20120306,Android 3.1,5,186,4,305,181,2,2,0
20120306,Android 3.0,2,20,2,34,20,0,0,0
20120306,Android 2.3.3+,34,1784,33,4051,1731,18,18,0
20120306,0,14,728,13,1405,704,4,4,0
20120305,Android 2.3,0,60,0,135,59,1,1,0
20120305,Android 2.2,13,446,13,1317,435,10,10,0
20120305,Android 2.1,1,27,1,233,26,2,2,0
20120305,Android 1.6,0,0,0,1,0,0,0,0
20120305,Android 4.0.3 - 4.0.4,7,237,7,345,219,2,2,0
20120305,Android 4.0 - 4.0.2,3,72,3,104,70,0,0,0
20120305,Android 3.2,6,214,5,341,200,1,1,0
20120305,Android 3.1,3,184,3,302,179,2,2,0
20120305,Android 3.0,1,19,1,33,19,0,0,0
20120305,Android 2.3.3+,40,1773,39,4025,1721,25,25,0
20120305,0,17,721,16,1389,698,15,14,0
20120304,Android 2.3,2,62,2,136,61,1,1,0
20120304,Android 2.2,14,443,14,1305,432,14,14,0
20120304,Android 2.1,4,28,4,232,27,4,4,0
20120304,Android 1.6,0,0,0,1,0,0,0,0
20120304,Android 4.0.3 - 4.0.4,5,229,5,337,213,2,2,0
20120304,Android 4.0 - 4.0.2,4,70,3,102,68,1,1,0
20120304,Android 3.2,10,209,9,336,195,1,1,0
20120304,Android 3.1,4,183,4,300,178,1,1,0
20120304,Android 3.0,1,19,1,33,19,0,0,0
20120304,Android 2.3.3+,57,1766,57,3989,1713,28,28,1
20120304,0,20,724,18,1368,701,8,8,0
20120303,Android 2.3,2,61,2,134,60,0,0,0
20120303,Android 2.2,20,443,19,1290,432,9,9,0
20120303,Android 2.1,1,29,1,230,28,1,1,0
20120303,Android 1.6,0,0,0,1,0,0,0,0
20120303,Android 4.0.3 - 4.0.4,2,224,2,330,209,0,0,0
20120303,Android 4.0 - 4.0.2,1,70,1,99,66,0,0,0
20120303,Android 3.2,4,207,4,328,193,0,0,0
20120303,Android 3.1,1,183,1,299,178,1,1,0
20120303,Android 3.0,1,18,1,32,18,0,0,0
20120303,Android 2.3.3+,63,1746,62,3934,1693,24,24,1
20120303,0,25,717,24,1348,693,11,11,0
20120302,Android 2.3,2,60,2,132,59,0,0,0
20120302,Android 2.2,10,439,10,1271,428,9,8,0
20120302,Android 2.1,1,30,1,231,29,2,2,0
20120302,Android 4.0.3 - 4.0.4,3,221,1,324,206,0,0,0
20120302,Android 4.0 - 4.0.2,2,68,2,98,66,1,1,0
20120302,Android 3.2,7,204,7,326,190,6,6,0
20120302,Android 3.1,3,181,3,297,176,0,0,0
20120302,Android 3.0,1,18,1,32,18,0,0,0
20120302,Android 2.3.3+,38,1710,38,3870,1659,15,15,0
20120302,0,12,710,12,1329,687,9,9,0
20120301,Android 2.3,2,58,2,130,57,2,2,0
20120301,Android 2.2,16,438,15,1263,426,11,11,0
20120301,Android 2.1,2,30,2,228,29,2,2,0
20120301,Android 1.6,0,0,0,1,0,0,0,0
20120301,Android 4.0.3 - 4.0.4,7,216,4,318,204,2,1,0
20120301,Android 4.0 - 4.0.2,5,69,3,97,66,0,0,0
20120301,Android 3.2,5,204,4,321,190,4,4,0
20120301,Android 3.1,4,179,4,295,174,2,2,0
20120301,Android 3.0,2,17,2,31,17,0,0,0
20120301,Android 2.3.3+,44,1696,41,3836,1646,32,32,0
20120301,0,13,713,10,1313,690,8,8,0
20120229,Android 2.3,3,58,3,128,57,1,1,0
20120229,Android 2.2,12,433,11,1247,421,9,9,0
20120229,Android 2.1,3,32,3,227,31,1,1,0
20120229,Android 1.6,0,0,0,1,0,0,0,0
20120229,Android 4.0.3 - 4.0.4,12,206,9,310,195,2,1,0
20120229,Android 4.0 - 4.0.2,4,65,4,94,62,0,0,0
20120229,Android 3.2,7,205,7,317,191,5,5,0
20120229,Android 3.1,3,177,3,292,173,4,4,0
20120229,Android 3.0,1,17,1,31,17,0,0,0
20120229,Android 2.3.3+,64,1691,62,3798,1641,35,33,1
20120229,0,19,707,19,1301,685,9,9,0
20120228,Android 2.3,2,56,2,125,55,2,2,0
20120228,Android 2.2,18,429,18,1236,420,6,6,1
20120228,Android 2.1,1,32,1,224,31,3,3,0
20120228,Android 1.6,0,0,0,1,0,0,0,0
20120228,Android 4.0.3 - 4.0.4,7,199,6,299,189,2,2,0
20120228,Android 4.0 - 4.0.2,3,63,3,91,60,0,0,0
20120228,Android 3.2,7,204,7,311,190,0,0,0
20120228,Android 3.1,6,178,6,289,174,1,1,0
20120228,Android 3.0,1,17,1,31,17,0,0,0
20120228,Android 2.3.3+,55,1673,55,3742,1623,30,29,1
20120228,0,22,697,21,1277,674,13,12,0
20120227,Android 2.3,0,55,0,122,54,0,0,0
20120227,Android 2.2,10,418,10,1217,409,9,9,0
20120227,Android 2.1,5,34,5,223,33,4,4,0
20120227,Android 1.6,0,0,0,1,0,0,0,0
20120227,Android 4.0.3 - 4.0.4,10,192,8,289,181,2,2,0
20120227,Android 4.0 - 4.0.2,3,62,3,88,59,0,0,0
20120227,Android 3.2,4,202,4,308,187,3,3,0
20120227,Android 3.1,3,174,3,284,170,0,0,0
20120227,Android 3.0,2,17,2,31,17,0,0,0
20120227,Android 2.3.3+,52,1651,49,3694,1600,28,27,0
20120227,0,25,694,24,1252,672,10,10,0
20120226,Android 2.3,4,56,4,122,55,3,3,0
20120226,Android 2.2,14,418,13,1207,409,9,9,0
20120226,Android 2.1,4,36,4,218,35,4,4,0
20120226,Android 1.6,0,0,0,1,0,0,0,0
20120226,Android 4.0.3 - 4.0.4,4,172,3,260,162,1,1,0
20120226,Android 4.0 - 4.0.2,3,60,3,86,57,0,0,0
20120226,Android 3.2,9,200,9,303,186,2,2,0
20120226,Android 3.1,3,175,3,285,171,1,1,0
20120226,Android 3.0,2,16,2,30,16,0,0,0
20120226,Android 2.3.3+,55,1630,55,3652,1580,36,36,1
20120226,0,18,695,17,1242,673,13,12,0
20120225,Android 2.3,1,55,1,117,54,2,2,0
20120225,Android 2.2,20,412,20,1194,404,12,12,0
20120225,Android 2.1,5,36,5,216,35,4,4,0
20120225,Android 4.0.3 - 4.0.4,4,157,4,243,149,1,0,0
20120225,Android 4.0 - 4.0.2,2,59,2,84,56,0,0,0
20120225,Android 3.2,3,195,2,296,181,1,1,0
20120225,Android 3.1,4,175,4,283,171,1,1,1
20120225,Android 3.0,2,15,2,29,15,0,0,0
20120225,Android 2.3.3+,58,1613,53,3593,1562,29,29,0
20120225,0,22,700,19,1238,678,7,7,0
20120224,Android 2.3,4,55,4,117,54,0,0,0
20120224,Android 2.2,14,406,13,1174,398,6,6,0
20120224,Android 2.1,5,34,5,210,33,2,2,0
20120224,Android 4.0.3 - 4.0.4,4,142,3,218,134,1,1,0
20120224,Android 4.0 - 4.0.2,3,57,3,82,54,0,0,0
20120224,Android 3.2,6,191,5,293,178,2,2,0
20120224,Android 3.1,5,174,4,281,170,3,3,0
20120224,Android 3.0,1,14,1,28,14,0,0,0
20120224,Android 2.3.3+,57,1590,56,3539,1541,31,30,0
20120224,0,23,706,21,1237,684,3,3,0
20120223,Android 2.3,1,53,0,113,52,0,0,0
20120223,Android 2.2,11,403,11,1162,395,8,8,0
20120223,Android 2.1,0,32,0,204,31,0,0,0
20120223,Android 1.6,0,0,0,1,0,0,0,0
20120223,Android 4.0.3 - 4.0.4,1,102,1,157,94,0,0,0
20120223,Android 4.0 - 4.0.2,3,54,3,79,51,0,0,0
20120223,Android 3.2,5,187,5,288,175,0,0,0
20120223,Android 3.1,6,171,6,275,167,1,1,0
20120223,Android 3.0,1,14,1,28,14,0,0,0
20120223,Android 2.3.3+,38,1569,38,3490,1524,19,19,0
20120223,0,14,727,14,1271,706,7,7,0
20120222,Android 2.3,0,52,0,113,52,1,1,0
20120222,Android 2.2,6,397,6,1150,389,9,9,0
20120222,Android 2.1,2,32,2,204,31,1,1,0
20120222,Android 1.6,0,0,0,1,0,0,0,0
20120222,Android 4.0.3 - 4.0.4,5,101,2,156,93,0,0,0
20120222,Android 4.0 - 4.0.2,1,52,1,77,49,0,0,0
20120222,Android 3.2,5,184,5,284,172,3,3,0
20120222,Android 3.1,2,169,2,271,165,1,1,0
20120222,Android 3.0,2,14,2,28,14,0,0,0
20120222,Android 2.3.3+,32,1554,31,3458,1510,19,19,0
20120222,0,16,717,11,1249,696,8,8,0
20120221,Android 2.3,0,52,0,113,52,0,0,0
20120221,Android 2.2,11,400,11,1143,392,11,11,0
20120221,Android 2.1,5,31,5,202,30,2,2,0
20120221,Android 1.6,0,0,0,1,0,0,0,0
20120221,Android 4.0.3 - 4.0.4,5,97,4,149,90,1,1,0
20120221,Android 4.0 - 4.0.2,3,52,2,77,49,1,0,0
20120221,Android 3.2,8,181,5,281,169,0,0,0
20120221,Android 3.1,5,168,5,270,164,2,2,0
20120221,Android 3.0,1,13,1,27,13,0,0,0
20120221,Android 2.3.3+,34,1543,32,3431,1502,22,22,0
20120221,0,22,713,21,1235,693,9,9,0
20120220,Android 2.3,0,52,0,113,52,1,1,0
20120220,Android 2.2,17,400,17,1133,393,12,12,0
20120220,Android 2.1,2,29,2,199,28,1,1,0
20120220,Android 1.6,0,0,0,1,0,0,0,0
20120220,Android 4.0.3 - 4.0.4,3,93,3,144,86,0,0,0
20120220,Android 4.0 - 4.0.2,2,50,2,74,46,0,0,0
20120220,Android 3.2,5,176,5,275,164,2,2,0
20120220,Android 3.1,5,168,5,271,166,3,3,0
20120220,Android 3.0,1,13,1,27,13,0,0,0
20120220,Android 2.3.3+,37,1530,34,3401,1492,28,27,0
20120220,0,17,701,14,1212,682,8,7,0
20120219,Android 2.3,2,52,1,114,52,2,2,0
20120219,Android 2.2,18,400,18,1117,392,9,9,0
20120219,Android 2.1,7,28,7,197,27,5,5,0
20120219,Android 1.6,0,0,0,1,0,0,0,0
20120219,Android 4.0.3 - 4.0.4,5,91,5,140,84,1,1,0
20120219,Android 4.0 - 4.0.2,4,49,4,73,46,1,1,0
20120219,Android 3.2,7,175,7,272,163,3,3,0
20120219,Android 3.1,5,168,4,267,166,2,2,0
20120219,Android 3.0,1,13,1,27,13,0,0,0
20120219,Android 2.3.3+,60,1529,58,3364,1491,35,35,0
20120219,0,26,698,24,1199,679,16,16,0
20120218,Android 2.3,2,53,2,112,53,1,1,0
20120218,Android 2.2,12,397,12,1099,388,7,7,0
20120218,Android 2.1,1,26,1,190,25,1,1,0
20120218,Android 1.6,0,0,0,1,0,0,0,0
20120218,Android 4.0.3 - 4.0.4,5,90,3,139,84,2,2,0
20120218,Android 4.0 - 4.0.2,1,47,1,70,44,0,0,0
20120218,Android 3.2,12,170,11,266,158,1,1,0
20120218,Android 3.1,6,167,6,267,165,2,2,0
20120218,Android 3.0,1,13,1,27,13,0,0,0
20120218,Android 2.3.3+,42,1507,41,3306,1470,35,33,0
20120218,0,14,695,13,1172,678,9,9,0
20120217,Android 2.3,0,52,0,110,52,0,0,0
20120217,Android 2.2,16,395,15,1089,386,12,12,0
20120217,Android 2.1,3,26,3,189,25,1,1,0
20120217,Android 1.6,0,0,0,1,0,0,0,0
20120217,Android 4.0.3 - 4.0.4,2,88,2,135,83,0,0,0
20120217,Android 4.0 - 4.0.2,1,47,1,70,44,0,0,0
20120217,Android 3.2,5,163,4,258,152,5,4,0
20120217,Android 3.1,9,166,8,265,164,2,2,0
20120217,Android 3.0,1,13,1,27,13,0,0,0
20120217,Android 2.3.3+,44,1509,44,3267,1471,18,17,1
20120217,0,15,687,15,1155,670,5,5,0
20120216,Android 2.3,3,52,3,110,52,0,0,0
20120216,Android 2.2,17,391,17,1073,382,10,10,0
20120216,Android 2.1,2,24,2,187,23,1,1,0
20120216,Android 1.6,0,0,0,1,0,0,0,0
20120216,Android 4.0.3 - 4.0.4,3,89,3,135,85,2,2,0
20120216,Android 4.0 - 4.0.2,2,46,1,69,42,2,2,0
20120216,Android 3.2,10,165,10,256,153,2,2,0
20120216,Android 3.1,4,163,4,259,161,4,4,0
20120216,Android 3.0,1,13,1,27,13,0,0,0
20120216,Android 2.3.3+,66,1489,64,3229,1452,28,28,0
20120216,0,17,679,17,1136,663,6,6,0
20120215,Android 2.3,1,48,1,107,48,0,0,0
20120215,Android 2.2,13,386,13,1054,377,10,10,0
20120215,Android 2.1,5,23,5,186,22,4,4,0
20120215,Android 4.0.3 - 4.0.4,1,86,1,130,83,0,0,0
20120215,Android 4.0 - 4.0.2,4,47,4,69,44,0,0,0
20120215,Android 3.2,5,158,3,247,147,2,2,0
20120215,Android 3.1,7,167,7,259,165,1,1,0
20120215,Android 3.0,1,13,1,27,13,0,0,0
20120215,Android 2.3.3+,32,1455,31,3165,1418,28,28,0
20120215,0,11,665,10,1116,649,7,7,0
20120214,Android 2.3,0,46,0,106,46,2,2,0
20120214,Android 2.2,8,386,8,1042,376,6,6,1
20120214,Android 2.1,1,22,1,181,21,2,2,0
20120214,Android 1.6,0,0,0,1,0,0,0,0
20120214,Android 4.0.3 - 4.0.4,2,87,1,130,84,0,0,0
20120214,Android 4.0 - 4.0.2,1,43,1,66,41,0,0,0
20120214,Android 3.2,3,157,2,244,145,2,2,0
20120214,Android 3.1,4,163,4,255,161,2,2,0
20120214,Android 3.0,2,13,2,27,13,0,0,0
20120214,Android 2.3.3+,30,1454,30,3142,1418,19,19,0
20120214,0,14,654,13,1096,639,6,6,0
20120213,Android 2.3,1,47,1,105,47,0,0,0
20120213,Android 2.2,11,389,11,1034,380,4,4,0
20120213,Android 2.1,2,23,2,181,22,3,2,0
20120213,Android 1.6,0,0,0,1,0,0,0,0
20120213,Android 4.0.3 - 4.0.4,2,86,2,129,82,1,1,0
20120213,Android 4.0 - 4.0.2,1,43,1,65,41,0,0,0
20120213,Android 3.2,6,158,6,242,147,1,1,0
20120213,Android 3.1,8,164,8,253,162,0,0,0
20120213,Android 3.0,1,13,1,26,13,0,0,0
20120213,Android 2.3.3+,35,1444,35,3114,1409,20,20,0
20120213,0,14,645,12,1080,630,3,3,0
20120212,Android 2.3,1,48,1,104,48,0,0,0
20120212,Android 2.2,12,383,12,1024,375,13,13,0
20120212,Android 2.1,1,24,1,181,23,1,1,0
20120212,Android 1.6,0,0,0,1,0,0,0,0
20120212,Android 4.0.3 - 4.0.4,7,84,7,128,81,1,1,0
20120212,Android 4.0 - 4.0.2,1,42,1,64,40,0,0,0
20120212,Android 3.2,6,154,6,236,143,2,2,0
20120212,Android 3.1,9,159,9,248,157,2,2,0
20120212,Android 3.0,2,13,2,26,13,0,0,0
20120212,Android 2.3.3+,49,1428,46,3076,1392,25,25,0
20120212,0,15,635,14,1066,619,4,3,0
20120211,Android 2.3,0,48,0,103,48,0,0,0
20120211,Android 2.2,11,383,11,1012,376,4,4,0
20120211,Android 2.1,1,24,1,180,23,1,1,0
20120211,Android 1.6,0,0,0,1,0,0,0,0
20120211,Android 4.0.3 - 4.0.4,5,77,5,120,74,1,1,0
20120211,Android 4.0 - 4.0.2,0,41,0,63,39,1,1,0
20120211,Android 3.2,3,150,3,229,138,2,2,0
20120211,Android 3.1,3,157,3,243,155,0,0,0
20120211,Android 3.0,2,12,2,25,12,0,0,0
20120211,Android 2.3.3+,55,1408,54,3028,1374,35,35,0
20120211,0,20,623,19,1051,606,9,9,0
20120210,Android 2.3,0,48,0,103,48,0,0,0
20120210,Android 2.2,18,375,18,1001,368,6,6,0
20120210,Android 2.1,1,24,1,179,23,2,2,0
20120210,Android 1.6,0,0,0,1,0,0,0,0
20120210,Android 4.0.3 - 4.0.4,2,73,2,114,70,1,1,0
20120210,Android 4.0 - 4.0.2,4,42,4,63,40,2,2,0
20120210,Android 3.2,3,149,3,226,137,0,0,0
20120210,Android 3.1,5,156,5,243,154,0,0,0
20120210,Android 3.0,1,12,1,24,12,0,0,0
20120210,Android 2.3.3+,47,1397,46,2973,1362,29,29,0
20120210,0,14,615,13,1034,598,5,5,0
20120209,Android 2.3,3,46,3,103,46,2,2,0
20120209,Android 2.2,8,365,8,983,359,5,5,0
20120209,Android 2.1,0,25,0,178,24,3,3,0
20120209,Android 1.6,0,0,0,1,0,0,0,0
20120209,Android 4.0.3 - 4.0.4,2,70,2,111,67,1,1,0
20120209,Android 4.0 - 4.0.2,2,41,1,59,39,1,1,0
20120209,Android 3.2,3,147,2,224,135,0,0,0
20120209,Android 3.1,4,155,4,242,153,1,1,0
20120209,Android 3.0,1,12,1,24,12,0,0,0
