# -------------------------------------------------------
# App: truesculpt.main, date: 20111116-20120505
# -------------------------------------------------------

date,carrier,daily_device_installs,active_device_installs,daily_user_installs,total_user_installs,active_user_installs,daily_device_uninstalls,daily_user_uninstalls,daily_device_upgrades
20120502,MITV Corporation Sdn. Bhd.,0,1,0,4,1,0,0,0
20120502,MDC Velcom,0,0,0,1,0,0,0,0
20120502,M-Tel GSM BG,0,3,0,5,3,0,0,0
20120502,Latvian Mobile Phone,0,1,0,4,1,0,0,0
20120502,LG U+,0,9,0,32,9,0,0,0
20120502,Kyivstar GSM,0,2,0,12,2,0,0,0
20120502,Kar-Tel llc,0,0,0,1,0,0,0,0
20120502,KT,0,15,0,38,14,0,0,0
20120502,KPN,0,6,0,20,6,0,0,0
20120502,K Telecom CJSC,0,1,0,3,1,0,0,0
20120502,Jersey Telenet Ltd,0,0,0,1,0,0,0,0
20120502,Iusacell,0,2,0,2,2,0,0,0
20120502,Ittissalat Al Maghrid,0,1,0,7,1,0,0,0
20120502,Instituto Costarricense de Electricidad - ICE,0,0,0,2,0,0,0,0
20120502,Info Quest S.A.,0,0,0,1,0,0,0,0
20120502,Indosat - M3,0,1,0,1,1,0,0,0
20120502,Idea Cellular Ltd.,0,0,0,4,0,0,0,0
20120502,Idea (Polska Telefonia Komórkowa Centertel Sp. Z.o.o),0,9,0,34,9,0,0,0
20120502,Iceland Telecom Ltd.,0,2,0,2,1,0,0,0
20120502,Hutchison Telecom,0,1,0,1,1,0,0,0
20120502,Hutchison 3G UK Ltd.,1,30,0,86,29,0,0,0
20120502,Hutchison 3G Austria,0,10,0,29,10,0,0,0
20120502,Hutchison 3G Australia Pty. Ltd.,0,5,0,7,5,0,0,0
20120502,Hutchison,0,1,0,3,1,0,0,0
20120502,Hutchinson Max Telecom,0,8,0,13,8,0,0,0
20120502,Hutchinson Essar South Ltd.,0,6,0,16,6,0,0,0
20120502,Hola Paraguay S.A.,0,0,0,1,0,0,0,0
20120502,Hi3G,0,4,0,8,3,0,0,0
20120502,Hexicom India,0,1,0,2,1,0,0,0
20120502,H3G Access AB,1,7,1,14,7,1,1,0
20120502,H3G,1,25,1,52,23,0,0,0
20120502,GramenPhone,0,1,0,1,1,0,0,0
20120502,Globul,0,0,0,6,0,0,0,0
20120502,Globe Telecom,0,9,0,19,9,0,0,0
20120502,Global Telecom,0,15,0,35,15,0,0,0
20120502,Geocell Ltd.,0,0,0,2,0,0,0,0
20120502,GSMBIH,0,1,0,2,1,0,0,0
20120502,GSM900/SmarTone,0,0,0,1,0,0,0,0
20120502,GSM900/HKCSL,0,3,0,8,3,0,0,0
20120502,GSM1800/Peoples Telephone Company Ltd.,0,3,0,6,3,0,0,0
20120502,GCI Communications Corp.,0,0,0,1,0,0,0,0
20120502,Fastlink,0,0,0,4,0,0,0,0
20120502,Fascel Ltd.,0,2,0,4,2,0,0,0
20120502,Faroese Telecom - GSM,0,1,0,1,1,0,0,0
20120502,Far EasTone Telecommunications Co Ltd,0,3,0,6,3,0,0,0
20120502,Excelcomindo,0,5,0,15,4,1,1,0
20120502,Euskaltel,0,6,0,9,6,0,0,0
20120502,Etisalat,0,3,0,8,3,0,0,0
20120502,Etihad Etisalat Company (Mobily),0,9,0,27,9,0,0,0
20120502,Escotel Mobile Communications Pvt Ltd.,0,0,0,1,0,0,0,0
20120502,Escorts Telecom Ltd.,0,1,0,1,1,0,0,0
20120502,Entel Telefonica Móvil,0,4,0,6,4,0,0,0
20120502,Elisa Matkapuhelinpalvelut Ltd.,0,1,0,2,1,0,0,0
20120502,East Kentucky Network LLC dba Appalachian Wireless,0,1,0,2,1,0,0,0
20120502,ETH MTN,0,1,0,1,1,0,0,0
20120502,ENTEL S.A.,0,0,0,1,0,0,0,0
20120502,EMT GSM,0,2,0,3,2,0,0,0
20120502,EMS - Mobinil,0,3,0,7,3,0,0,0
20120502,ECC,0,1,0,7,1,0,0,0
20120502,E-Plus,1,48,1,110,47,0,0,0
20120502,Digitel,1,6,1,18,6,0,0,0
20120502,DhiMobile,0,0,0,1,0,0,0,0
20120502,Daewoo Unitel,0,0,0,1,0,0,0,0
20120502,DST Com,0,3,0,5,2,0,0,0
20120502,DNA,0,5,0,10,5,0,0,0
20120502,DIGI,0,8,0,18,8,0,0,0
20120502,Cricket Wireless,1,13,1,88,12,0,0,0
20120502,Cosmote,0,5,0,26,5,0,0,0
20120502,Cosmorom,0,5,0,11,5,0,0,0
20120502,Coscom,0,1,0,1,1,0,0,0
20120502,Corporación Digitel,0,3,0,6,3,0,0,0
20120502,Comcel 3GSM,0,3,0,12,3,0,0,0
20120502,Colombia Móvil S.A.,0,0,0,4,0,0,0,0
20120502,Claro PER,0,2,0,5,2,0,0,0
20120502,Claro GTM,0,0,0,1,0,0,0,0
20120502,Claro DOM,0,0,0,1,0,0,0,0
20120502,Claro CHL,0,2,0,7,2,0,0,0
20120502,Claro,1,19,1,52,19,0,0,0
20120502,Cincinnati Bell Wireless LLC,0,1,0,5,1,0,0,0
20120502,Chungwa Telecom,0,10,0,20,10,0,0,0
20120502,China Unicom,0,24,0,52,23,0,0,0
20120502,China Mobile,0,16,0,26,16,0,0,0
20120502,Celtel Zambia Ltd.,0,0,0,1,0,0,0,0
20120502,Cellular South Inc.,0,3,0,15,3,0,0,0
20120502,Cellcom Israel Ltd.,0,10,0,15,9,0,0,0
20120502,Cell C (Pty) Ltd.,0,2,0,10,2,0,0,0
20120502,CelCom,0,7,0,20,7,0,0,0
20120502,Carolina West Wireless,0,1,0,1,1,0,0,0
20120502,Cable & Wireless Panama S.A.,0,3,0,4,3,0,0,0
20120502,CYTA,0,3,0,7,3,0,0,0
20120502,CTMR Cel,0,18,0,42,18,1,0,0
20120502,CLARO SLV,0,0,0,1,0,0,0,0
20120502,CLARO PA,0,0,0,1,0,0,0,0
20120502,CLARO CR,0,0,0,2,0,0,0,0
20120502,CLARO ARGENTINA,1,6,1,15,6,0,0,0
20120502,CAT CDMA,0,3,0,4,3,0,0,0
20120502,Bouygues Telecom,0,43,0,97,43,0,0,0
20120502,Boost Mobile,0,10,0,62,10,0,0,0
20120502,Bité GSM,0,2,0,4,2,0,0,0
20120502,Bharti Mobinet Ltd.,0,0,0,6,0,0,0,0
20120502,Bharti Mobile Ltd.,0,0,0,2,0,0,0,0
20120502,Bharti Cellular Ltd.,0,11,0,27,11,0,0,0
20120502,Bharat Sanchar Nigam Ltd. (BSNL),0,5,0,14,5,0,0,0
20120502,Bell Mobility,0,22,0,53,20,0,0,0
20120502,Bec Line GSM,0,16,0,48,16,0,0,0
20120502,Baykal Westcom,0,0,0,2,0,0,0,0
20120502,Base,0,5,0,19,3,0,0,0
20120502,Bakcell Limited Liabil ity Company,0,0,0,1,0,0,0,0
20120502,BTA Cellcom Ltd.,0,1,0,1,1,0,0,0
20120502,BT Ignite Nederland B.V.,0,6,0,11,6,0,0,0
20120502,BPL Mobile Communications Ltd.,0,2,0,4,2,0,0,0
20120502,BPL Cellular Ltd.,0,1,0,8,1,0,0,0
20120502,BCP,0,2,0,20,2,0,0,0
20120502,Azerphone LLC,0,0,0,1,0,0,0,0
20120502,Azercell Limited Liability Joint Venture,0,1,0,2,1,0,0,0
20120502,Aycell,0,0,0,2,0,0,0,0
20120502,Astelit,0,5,0,13,5,0,0,0
20120502,Aria,0,4,0,14,3,0,0,0
20120502,Android Emulator,0,0,0,11,0,0,0,0
20120502,Ancel,0,1,0,4,1,0,0,0
20120502,Amena,0,22,0,55,21,0,0,0
20120502,Alltel Communications Inc.,0,0,0,3,0,0,0,0
20120502,Algérie Telecom,0,1,0,2,1,0,0,0
20120502,Alfa,0,2,0,7,2,0,0,0
20120502,Aircell Digilink India Ltd.,0,0,0,1,0,0,0,0
20120502,Aircel Ltd.,0,1,0,2,1,0,0,0
20120502,Airadigm Communications,0,0,0,1,0,0,0,0
20120502,AirTel - Karnataka,0,4,0,16,4,0,0,0
20120502,ATL Algar,1,14,1,33,14,0,0,0
20120502,AT&T,10,226,9,625,218,4,4,0
20120502,AN Subsidiary LLC,0,0,0,1,0,0,0,0
20120502,AIS GSM,0,6,0,11,6,1,1,0
20120502,ACS Wireless Inc.,0,1,0,2,1,0,0,0
20120502,A1,0,2,0,6,1,0,0,0
20120502,3G Radio System/Sunday3G,0,3,0,7,3,0,0,0
20120502,3,0,6,0,10,6,0,0,0
20120501,unknown,0,0,0,11,0,0,0,0
20120501,swisscom,0,12,0,23,11,0,0,0
20120501,o2,0,41,0,90,40,1,1,0
20120501,nTelos,1,10,1,68,10,0,0,0
20120501,life:),0,0,0,1,0,0,0,0
20120501,au,0,18,0,30,18,0,0,0
20120501,Xfera,0,13,0,32,13,0,0,0
20120501,Wind,0,21,0,68,21,1,1,0
20120501,West Central Wireless,0,0,0,2,0,0,0,0
20120501,Wataniya Telecom,0,4,0,9,4,0,0,0
20120501,WIND Mobile,0,2,0,4,1,0,0,0
20120501,Voxmobile S.A.,0,1,0,1,1,0,0,0
20120501,Vodafone - RO,0,7,0,27,7,0,0,0
20120501,Vodafone - PT,0,8,0,13,8,1,1,0
20120501,Vodafone - NZ,0,10,0,13,10,0,0,0
20120501,Vodafone - NL,0,11,0,34,11,0,0,0
20120501,Vodafone - MT,0,0,0,1,0,0,0,0
20120501,Vodafone - IT,0,34,0,86,32,0,0,0
20120501,Vodafone - IE,0,4,0,8,4,0,0,0
20120501,Vodafone - HU,0,3,0,7,3,0,0,0
20120501,Vodafone - GR,0,2,0,6,2,0,0,0
20120501,Vodafone - GB,0,32,0,78,30,1,0,0
20120501,Vodafone - ES,1,26,1,70,26,0,0,0
20120501,Vodafone - EG,0,1,0,4,1,0,0,0
20120501,Vodafone - DE,0,35,0,80,35,0,0,0
20120501,Vodafone - CZ,0,8,0,17,8,0,0,0
20120501,Vodafone - AU,0,11,0,44,11,0,0,0
20120501,Vodacom,1,17,1,31,17,0,0,0
20120501,Virgin Mobile,3,24,2,110,23,1,1,0
20120501,Vip mobile d.o.o.,0,2,0,3,2,0,0,0
20120501,Vinaphone,0,0,0,1,0,0,0,0
20120501,Viettel,0,0,0,3,0,0,0,0
20120501,Verizon Wireless,3,440,3,1110,427,5,5,0
20120501,VIPnet/VIPnet d.o.o.,0,3,0,8,3,0,0,0
20120501,VIBO Telecom,0,0,0,1,0,0,0,0
20120501,Uzdunrobita,0,1,0,2,1,0,0,0
20120501,Usha Martin Telecom Ltd.,0,0,0,1,0,0,0,0
20120501,Umniah,0,0,0,1,0,0,0,0
20120501,Ukrtelecom,0,3,0,5,3,0,0,0
20120501,"Ukrainian Mobile Communication, UMC",0,5,0,14,5,0,0,0
20120501,UNKNOWN,15,1891,13,3963,1799,8,7,0
20120501,U.S. Cellular,0,25,0,61,25,0,0,0
20120501,Tusmobil d.o.o.,0,0,0,2,0,0,0,0
20120501,Turkcell,0,10,0,28,10,0,0,0
20120501,Tunisie Telecom,0,3,0,4,3,0,0,0
20120501,True Move,0,1,0,3,1,0,0,0
20120501,TransAsia Telecoms,0,0,0,1,0,0,0,0
20120501,Total Access Communication,1,7,1,15,7,1,1,0
20120501,Tikiphone,0,0,0,1,0,0,0,0
20120501,Tess,0,6,0,17,6,0,0,0
20120501,Telus Mobility,0,14,0,66,13,0,0,0
20120501,Telstra,1,27,0,45,26,0,0,0
20120501,Telsim GSM,0,7,0,20,7,0,0,0
20120501,Telkomsel,0,8,0,20,8,0,0,0
20120501,Telia Sonera AB,0,17,0,47,17,0,0,0
20120501,Telia,0,5,0,14,5,0,0,0
20120501,Telesur,0,0,0,2,0,0,0,0
20120501,Telestet,0,1,0,3,1,0,0,0
20120501,Telest Cel,0,1,0,5,1,0,0,0
20120501,Telenor d.o.o.,0,4,0,15,4,0,0,0
20120501,Telenor Sverige AB,0,9,0,19,9,0,0,0
20120501,Telenor Mobil AS,1,9,1,22,9,0,0,0
20120501,Telems Cel,1,7,1,25,7,1,1,0
20120501,Telekom Srbija a.d.,0,4,0,8,4,0,0,0
20120501,Telekom,0,18,0,68,18,0,0,0
20120501,Telefónica O2 Czech Republic a.s.,0,5,0,15,4,0,0,0
20120501,Telefónica Móviles Colombia S.A.,0,0,0,7,0,0,0,0
20120501,Telefónica Móvil,1,2,1,8,2,1,1,0
20120501,"Telecomunicaciones Movilnet, C.A.",0,2,0,3,2,0,0,0
20120501,Telecom Personal S.A.,0,1,0,3,1,0,0,0
20120501,Telecom New Zealand - UMTS Ntework,0,2,0,8,2,0,0,0
20120501,Telecom Italia Mobile (TIM),1,23,1,69,21,1,1,0
20120501,Telecel,0,2,0,2,2,0,0,0
20120501,Teleacre Cel,0,4,0,20,4,0,0,0
20120501,Tele2/Tele2 d.o.o.,0,3,0,7,3,0,0,0
20120501,Tele2 Sverige AB,0,17,0,40,17,0,0,0
20120501,Tele2 (Netherlands) B.V.,0,0,0,3,0,0,0,0
20120501,Tele2,0,3,0,11,3,0,0,0
20120501,Tele Greenland,0,0,0,1,0,0,0,0
20120501,"Telcel, C.A.",1,2,1,4,2,1,1,0
20120501,Tango,0,0,0,1,0,0,0,0
20120501,Tal hf,0,1,0,1,1,0,0,0
20120501,Taiwan Mobile Co. Ltd,0,10,0,14,10,0,0,0
20120501,TSC Kazak Telecom,0,2,0,2,2,0,0,0
20120501,"TMN - Telecomunicações Móveis Nacionais, S.A.",1,8,1,13,8,0,0,0
20120501,TELCEL,0,23,0,67,23,0,0,0
20120501,TDC Switzerland AG,0,6,0,12,6,0,0,0
20120501,TDC Mobil,0,5,0,9,5,0,0,0
20120501,T-Mobile - US,3,177,3,524,170,1,1,0
20120501,T-Mobile - SK,0,5,0,7,5,0,0,0
20120501,T-Mobile - PL,0,9,0,22,9,0,0,0
20120501,T-Mobile - NL,0,19,0,36,19,0,0,0
20120501,T-Mobile - MK,0,1,0,3,1,0,0,0
20120501,T-Mobile - HU,0,10,0,28,10,0,0,0
20120501,T-Mobile - HR,0,2,0,4,2,0,0,0
20120501,T-Mobile - CZ,0,2,0,12,2,0,0,0
20120501,T-Mobile - AT,0,8,0,19,8,0,0,0
20120501,T-Mobile,0,28,0,91,27,0,0,0
20120501,Sterling Cellular Ltd.,0,3,0,14,3,1,1,0
20120501,Starhub,1,6,1,22,6,0,0,0
20120501,Sprint,3,203,3,696,194,2,2,0
20120501,Spice Communications Ltd.,0,1,0,3,1,0,0,0
20120501,Sonofon,0,2,0,6,2,0,0,0
20120501,Sonera Carrier Networks Oy,0,4,0,10,4,0,0,0
20120501,SoftBank,0,5,0,11,5,0,0,0
20120501,Société Réunionnaise du Radiotéléphone,0,1,0,1,1,0,0,0
20120501,Smart Communications,0,2,0,13,2,0,0,0
20120501,Singtel,0,10,0,49,10,0,0,0
20120501,Sea Mobile,0,3,0,14,3,0,0,0
20120501,Saunalahti Group Ltd.,0,10,0,14,10,0,0,0
20120501,Saudi Telecom,0,9,0,25,9,0,0,0
20120501,Satelindo,0,2,0,7,2,0,0,0
20120501,Safaricom Ltd.,0,0,0,1,0,0,0,0
20120501,SK Telecom,0,12,0,44,12,0,0,0
20120501,SI Mobil,0,1,0,5,1,1,1,0
20120501,SFR,1,45,1,107,43,1,1,0
20120501,Rogers Wireless,0,35,0,85,35,0,0,0
20120501,Reliance Telecom Private Ltd.,0,1,0,1,1,0,0,0
20120501,Reliable Internet Services Ltd.,0,0,0,1,0,0,0,0
20120501,RLE,0,0,0,3,0,0,0,0
20120501,QATARNET,0,1,0,3,1,0,0,0
20120501,Proximus,0,3,0,9,3,0,0,0
20120501,Plus GSM (Polkomtel S.A.),1,8,1,22,8,1,1,0
20120501,Pine Telephone Company dba Pine Cellular,0,0,0,1,0,0,0,0
20120501,Personal,0,0,0,1,0,0,0,0
20120501,Pelephone Communications Ltd.,0,4,0,10,4,0,0,0
20120501,Partner Communications Co. Ltd.,0,10,0,21,10,0,0,0
20120501,Pannon GSM,0,4,0,20,4,0,0,0
20120501,PR Claro,0,2,0,6,2,0,0,0
20120501,PAK Telecom Mobile Ltd. (UFONE),0,0,0,1,0,0,0,0
20120501,Otecel S.A. - Bellsouth,0,1,0,3,1,0,0,0
20120501,Orascom Telecom Algérie,0,3,0,4,2,0,0,0
20120501,"Orange, GSM",0,4,0,14,4,0,0,0
20120501,Orange Tunisie,0,1,0,3,1,0,0,0
20120501,Orange Romania,1,5,1,23,5,0,0,0
20120501,Orange Moldova GSM,0,0,0,1,0,0,0,0
20120501,Orange La Réunion,0,1,0,3,1,0,0,0
20120501,Orange Communications SA,1,11,1,23,11,1,1,0
20120501,Orange - GB,2,57,2,134,56,1,1,0
20120501,Orange - FR,0,50,0,137,49,1,1,0
20120501,Orange - AT,0,1,0,6,1,0,0,0
20120501,Optus,1,30,1,61,28,3,3,0
20120501,"Optimus - Telecomunicações, S.A.",0,2,0,6,2,0,0,0
20120501,Omnitel,0,0,0,3,0,0,0,0
20120501,Oman Qatari Telecommunications Company (Nawras),0,1,0,1,1,0,0,0
20120501,Oman Mobile Telecommunications Company (Oman Mobile),0,3,0,5,2,0,0,0
20120501,OPT Mobilis,0,2,0,2,2,0,0,0
20120501,O2 UK Ltd.,0,56,0,146,56,0,0,0
20120501,O2 - IE,0,0,0,6,0,0,0,0
20120501,Nuevatel S.A.,0,0,0,1,0,0,0,0
20120501,Nov Operator,0,0,0,2,0,0,0,0
20120501,Nizhegorodskaya Cellular Communications,0,1,0,1,1,0,0,0
20120501,New Cell Inc. dba Cellcom,0,1,0,1,0,0,0,0
20120501,Network Norway,0,5,0,6,5,0,0,0
20120501,Netia Mobile,0,14,0,45,14,0,0,0
20120501,Netcom GSM AS,0,11,0,16,11,0,0,0
20120501,Nepal Telecommunications,0,0,0,1,0,0,0,0
20120501,Ncell,0,0,0,1,0,0,0,0
20120501,Natrindo (Lippo Telecom),0,3,0,7,3,0,0,0
20120501,NZ Communications - UMTS Network,0,0,0,10,0,1,1,0
20120501,NTT DOCOMO,0,24,0,44,23,0,0,0
20120501,Méditélécom (GSM),0,2,0,5,2,0,0,0
20120501,Movistar,0,23,0,51,21,0,0,0
20120501,Moldcell GSM,0,0,0,1,0,0,0,0
20120501,Mobitel,0,2,0,9,2,0,0,0
20120501,Mobistar,0,4,0,7,4,0,0,0
20120501,Mobilink,0,1,0,1,1,0,0,0
20120501,Mobilecom,0,0,0,1,0,0,0,0
20120501,MobileOne,0,3,0,10,3,0,0,0
20120501,Mobile Telesystems,0,17,0,67,17,0,0,0
20120501,Mobile Telephone Networks,0,14,0,34,14,0,0,0
20120501,Mobile Telecommunications Ltd.,0,0,0,1,0,0,0,0
20120501,Mobile Telecommunications Company,0,2,0,6,2,0,0,0
20120501,Mobile Comms System,0,1,0,1,1,0,0,0
20120501,Mobifone,0,1,0,3,1,0,0,0
20120501,Mobicom,0,1,0,1,1,0,0,0
20120501,MetroPCS,2,18,2,121,18,2,2,0
20120501,Meteor Mobile Communications Ltd.,0,4,0,10,4,0,0,0
20120501,Megafon,0,22,0,58,22,1,1,0
20120501,Maxis,1,6,1,29,6,0,0,0
20120501,Manx Telecom,0,0,0,1,0,0,0,0
20120501,Mahanagar Telephone Nigam Ltd.,0,0,0,3,0,0,0,0
20120501,Magti GSM Ltd.,0,0,0,2,0,0,0,0
20120501,MTS,0,0,0,4,0,0,0,0
20120501,MTN Network Ltd.,0,1,0,2,1,0,0,0
20120501,MTEL d.o.o. Podgorica,0,0,0,1,0,0,0,0
20120501,MTC Touch,0,0,0,3,0,0,0,0
20120501,MITV Corporation Sdn. Bhd.,0,1,0,4,1,0,0,0
20120501,MDC Velcom,0,0,0,1,0,0,0,0
20120501,M-Tel GSM BG,0,3,0,5,3,0,0,0
20120501,Latvian Mobile Phone,0,1,0,3,1,0,0,0
20120501,LG U+,1,9,1,32,9,0,0,0
20120501,Kyivstar GSM,0,2,0,12,2,0,0,0
20120501,Kar-Tel llc,0,0,0,1,0,0,0,0
20120501,KT,1,15,1,39,14,0,0,0
20120501,KPN,0,6,0,21,6,0,0,0
20120501,K Telecom CJSC,0,1,0,3,1,0,0,0
20120501,Jersey Telenet Ltd,0,0,0,1,0,0,0,0
20120501,Iusacell,0,2,0,2,2,0,0,0
20120501,Ittissalat Al Maghrid,0,2,0,7,2,0,0,0
20120501,Instituto Costarricense de Electricidad - ICE,0,0,0,2,0,0,0,0
20120501,Info Quest S.A.,0,0,0,1,0,0,0,0
20120501,Indosat - M3,0,1,0,1,1,0,0,0
20120501,Idea Cellular Ltd.,0,0,0,4,0,0,0,0
20120501,Idea (Polska Telefonia Komórkowa Centertel Sp. Z.o.o),0,10,0,35,10,0,0,0
20120501,Iceland Telecom Ltd.,0,2,0,2,1,0,0,0
20120501,Hutchison Telecom,0,1,0,1,1,0,0,0
20120501,Hutchison 3G UK Ltd.,1,29,1,87,29,2,2,0
20120501,Hutchison 3G Austria,0,10,0,28,10,0,0,0
20120501,Hutchison 3G Australia Pty. Ltd.,0,5,0,7,5,0,0,0
20120501,Hutchison,0,1,0,3,1,0,0,0
20120501,Hutchinson Max Telecom,0,8,0,13,8,0,0,0
20120501,Hutchinson Essar South Ltd.,0,6,0,16,6,0,0,0
20120501,Hola Paraguay S.A.,0,0,0,1,0,0,0,0
20120501,Hi3G,0,4,0,7,3,0,0,0
20120501,Hexicom India,0,1,0,2,1,0,0,0
20120501,H3G Access AB,0,7,0,13,7,0,0,0
20120501,H3G,0,24,0,47,22,2,2,0
20120501,GramenPhone,0,1,0,1,1,0,0,0
20120501,Globul,0,0,0,6,0,0,0,0
20120501,Globe Telecom,0,9,0,18,9,0,0,0
20120501,Global Telecom,0,13,0,31,13,0,0,0
20120501,Geocell Ltd.,0,0,0,2,0,0,0,0
20120501,GSMBIH,0,1,0,2,1,0,0,0
20120501,GSM900/SmarTone,0,0,0,1,0,0,0,0
20120501,GSM900/HKCSL,0,3,0,8,3,0,0,0
20120501,GSM1800/Peoples Telephone Company Ltd.,0,3,0,6,3,0,0,0
20120501,GCI Communications Corp.,0,0,0,1,0,0,0,0
20120501,Fastlink,0,0,0,4,0,0,0,0
20120501,Fascel Ltd.,0,2,0,4,2,0,0,0
20120501,Faroese Telecom - GSM,0,1,0,1,1,0,0,0
20120501,Far EasTone Telecommunications Co Ltd,0,3,0,7,3,0,0,0
20120501,Excelcomindo,1,6,1,15,5,0,0,0
20120501,Euskaltel,0,7,0,11,7,0,0,0
20120501,Etisalat,0,3,0,8,3,0,0,0
20120501,Etihad Etisalat Company (Mobily),1,9,1,27,9,1,1,0
20120501,Escotel Mobile Communications Pvt Ltd.,0,0,0,1,0,0,0,0
20120501,Escorts Telecom Ltd.,0,1,0,1,1,0,0,0
20120501,Entel Telefonica Móvil,1,4,1,6,4,0,0,0
20120501,Elisa Matkapuhelinpalvelut Ltd.,0,1,0,2,1,0,0,0
20120501,East Kentucky Network LLC dba Appalachian Wireless,0,1,0,2,1,0,0,0
20120501,ETH MTN,0,1,0,1,1,0,0,0
20120501,ENTEL S.A.,0,0,0,1,0,0,0,0
20120501,EMT GSM,0,2,0,3,2,0,0,0
20120501,EMS - Mobinil,1,3,1,7,3,0,0,0
20120501,ECC,1,3,0,8,3,0,0,0
20120501,E-Plus,2,47,2,108,46,1,1,0
20120501,Digitel,0,5,0,17,5,0,0,0
20120501,DhiMobile,0,0,0,1,0,0,0,0
20120501,Daewoo Unitel,0,0,0,1,0,0,0,0
20120501,DST Com,0,3,0,5,2,0,0,0
20120501,DNA,0,5,0,10,5,0,0,0
20120501,DIGI,0,8,0,18,8,0,0,0
20120501,Cricket Wireless,0,12,0,87,11,0,0,0
20120501,Cosmote,0,5,0,25,5,0,0,0
20120501,Cosmorom,0,5,0,11,5,0,0,0
20120501,Coscom,1,1,1,1,1,0,0,0
20120501,Corporación Digitel,0,3,0,6,3,0,0,0
20120501,Comcel 3GSM,0,3,0,12,3,0,0,0
20120501,Colombia Móvil S.A.,0,0,0,4,0,0,0,0
20120501,Claro PER,0,2,0,5,2,0,0,0
20120501,Claro GTM,0,0,0,1,0,0,0,0
20120501,Claro DOM,0,0,0,1,0,0,0,0
20120501,Claro CHL,0,2,0,7,2,0,0,0
20120501,Claro,1,21,1,53,21,1,1,0
20120501,Cincinnati Bell Wireless LLC,0,1,0,5,1,0,0,0
20120501,Chungwa Telecom,0,10,0,20,10,0,0,0
20120501,China Unicom,0,24,0,52,23,0,0,0
20120501,China Mobile,0,15,0,25,15,0,0,0
20120501,Celtel Zambia Ltd.,0,0,0,1,0,0,0,0
20120501,Cellular South Inc.,2,3,2,15,3,0,0,0
20120501,Cellcom Israel Ltd.,0,10,0,16,9,0,0,0
20120501,Cell C (Pty) Ltd.,0,2,0,10,2,0,0,0
20120501,CelCom,0,6,0,18,6,0,0,0
20120501,Carolina West Wireless,0,1,0,1,1,0,0,0
20120501,Cable & Wireless Panama S.A.,0,3,0,4,3,0,0,0
20120501,CYTA,0,3,0,7,3,0,0,0
20120501,CTMR Cel,0,20,0,44,19,0,0,0
20120501,CLARO SLV,0,0,0,1,0,0,0,0
20120501,CLARO PA,0,0,0,1,0,0,0,0
20120501,CLARO CR,0,0,0,2,0,0,0,0
20120501,CLARO ARGENTINA,0,5,0,14,5,0,0,0
20120501,CAT CDMA,0,3,0,4,3,0,0,0
20120501,Bouygues Telecom,1,44,1,96,44,0,0,0
20120501,Boost Mobile,0,10,0,62,10,0,0,0
20120501,Bité GSM,0,2,0,4,2,0,0,0
20120501,Bharti Mobinet Ltd.,0,0,0,6,0,0,0,0
20120501,Bharti Mobile Ltd.,0,0,0,2,0,0,0,0
20120501,Bharti Cellular Ltd.,0,10,0,26,10,0,0,0
20120501,Bharat Sanchar Nigam Ltd. (BSNL),0,5,0,14,5,1,1,0
20120501,Bell Mobility,0,22,0,54,20,0,0,0
20120501,Bec Line GSM,0,17,0,47,17,0,0,0
20120501,Baykal Westcom,0,0,0,2,0,0,0,0
20120501,Base,0,5,0,18,3,0,0,0
20120501,Bakcell Limited Liabil ity Company,0,0,0,1,0,0,0,0
20120501,BTA Cellcom Ltd.,0,1,0,1,1,0,0,0
20120501,BT Ignite Nederland B.V.,0,6,0,9,6,0,0,0
20120501,BPL Mobile Communications Ltd.,0,2,0,4,2,0,0,0
20120501,BPL Mobile Cellular Ltd.,0,1,0,1,1,0,0,0
20120501,BPL Cellular Ltd.,0,1,0,8,1,0,0,0
20120501,BCP,0,2,0,21,2,2,2,0
20120501,Azerphone LLC,0,0,0,1,0,0,0,0
20120501,Azercell Limited Liability Joint Venture,0,1,0,2,1,0,0,0
20120501,Aycell,0,0,0,1,0,0,0,0
20120501,Astelit,0,5,0,13,5,0,0,0
20120501,Aria,0,4,0,14,3,0,0,0
20120501,Android Emulator,0,0,0,11,0,0,0,0
20120501,Ancel,0,1,0,4,1,0,0,0
20120501,Amena,0,23,0,56,22,0,0,0
20120501,Alltel Communications Inc.,0,0,0,3,0,0,0,0
20120501,Algérie Telecom,0,1,0,2,1,0,0,0
20120501,Alfa,0,2,0,6,2,0,0,0
20120501,Aircell Digilink India Ltd.,0,0,0,1,0,0,0,0
20120501,Aircel Ltd.,0,1,0,2,1,0,0,0
20120501,Airadigm Communications,0,0,0,1,0,0,0,0
20120501,AirTel - Karnataka,0,4,0,16,4,0,0,0
20120501,ATL Algar,0,13,0,32,13,0,0,0
20120501,AT&T,2,221,2,616,214,2,2,0
20120501,AN Subsidiary LLC,0,0,0,1,0,0,0,0
20120501,AIS GSM,0,6,0,11,6,0,0,0
20120501,ACS Wireless Inc.,0,1,0,2,1,0,0,0
20120501,A1,0,2,0,6,1,0,0,0
20120501,3G Radio System/Sunday3G,0,3,0,7,3,0,0,0
20120501,3,0,6,0,9,6,0,0,0
20120430,unknown,0,0,0,11,0,0,0,0
20120430,swisscom,1,14,1,25,13,0,0,0
20120430,o2,0,45,0,94,43,0,0,0
20120430,nTelos,0,9,0,67,9,0,0,0
